OBJECTID,Join_Count,TARGET_FID,url,building,PerSqFeet,lat,lon,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,Shape_Leng
796,1,799,https://hk.centanet.com/findproperty/centadata-details/%E5%BB%BA%E9%9A%86%E6%A8%93_2-TTTHZHIAHT,建隆樓,12317,22.28231,114.1289,KIN LIONG MANSION,建隆樓,0,6995.6,844.6,7840.2,16,54,21150,0.05,1,0,0,0,0,831324,815937,中西區,Central and Western,*,114.4785536
797,2,800,https://hk.centanet.com/findproperty/centadata-details/%E9%95%B7%E6%B1%9F%E9%9B%85%E8%8B%91_2-GWDSPPKXPS,長江雅苑,12319,22.44799,114.16529,CHAN COURT - PODIUM,長江雅苑 - 平台,21,1883,105.9,1988.9,1,26,14270,0.7,1,0,1,1,0,835075,834284,大埔區,Tai Po,*,80.50821612
798,2,801,https://hk.centanet.com/findproperty/centadata-details/%E5%B8%9D%E5%BA%AD%E5%9C%92_2-MMMLZHMSHX,帝庭園,12324,22.31094,114.17498,KING'S PARK VILLA BLOCK 1,帝庭園第一座,360,44101.8,2938.6,47040.4,25,28,87000,0.6,1,0,0,0,0,836071,819107,油尖旺區,Yau Tsim Mong,*,94.8201921
799,2,802,https://hk.centanet.com/findproperty/centadata-details/%E5%B3%BB%E5%BC%A6_2-EYPPWWPHWY,峻弦,12335,22.33973,114.21337,ARIA TOWER 1,峻弦一座,723,72339.7,0,72339.7,36,14,56410,1.5,1,0,0,0,0,840028,822296,黃大仙區,Wong Tai Sin,*,128.8698378
800,1,803,https://hk.centanet.com/findproperty/centadata-details/%E6%98%9F%E6%BC%A3%E6%B5%B7_2-DBSPWPPYPD,星漣海,12341,22.43325,114.24278,Seanorams Tower 1,星漣海第１座,454,52226.1,0,52226.1,15,7,58750,1,0,0,0,0,0,843052,832654,沙田區,Sha Tin,*,161.2061581
801,2,804,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E9%9B%85%E8%8A%B1%E5%9C%92_2-SBSGBPAJPA,富雅花園,12342,22.29069,114.20349,FULL WEALTH GARDENS GOLDEN PEACH COURT (BLOCK 4),"富雅花園金桃閣4座	",0,9703.6,0,9703.6,27,39,34910,0.3,1,0,0,0,0,839009,816874,東區,Eastern,*,98.79295958
802,2,805,https://hk.centanet.com/findproperty/centadata-details/%E6%96%B0%E9%81%94%E5%BB%A3%E5%A0%B4_2-GWPSPPGRPB,新達廣場,12354,22.44388,114.16913,UPTOWN PLAZA - PODIUM,新達廣場 - 平台,1200,73371.4,20611.7,93983.1,3,33,39630,0.1,1,0,0,1,1,835427,833808,大埔區,Tai Po,*,508.0551111
803,2,806,https://hk.centanet.com/findproperty/centadata-details/%E8%8B%B1%E9%BA%97%E9%96%A3_2-SBGKGPAXPB,英麗閣,12355,22.28918,114.21037,KING'S VIEW COURT BLOCK C,英麗閣C座,234,16690.8,3641.4,20332.2,28,48,30820,0.05,1,0,0,1,0,839719,816705,東區,Eastern,*,51.36053566
804,2,807,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E6%B8%AF%E5%A4%A7%E5%BB%88_2-TDDNZHXSHT,金港大廈,12360,22.27601,114.17047,GOLD HARBOUR MANSION,金港大廈,42,2160.4,583.2,2743.6,26,45,32000,0.3,1,0,0,1,0,835608,815241,灣仔區,Wan Chai,*,46.11172766
805,1,809,https://hk.centanet.com/findproperty/centadata-details/%E8%97%8D%E5%A4%A9%E6%B5%B7%E5%B2%B8_3-WBPPWPPHPP,藍天海岸,12382,22.29153,113.94505,COASTAL SKYLINE CAR PARK,藍天海岸停車場,0,150847,7255.9,158102.9,3,22,38750,2,0,0,0,0,1,0,0,離島區,Islands, ,87.1202366
806,1,810,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%A0%82%E5%A4%A7%E5%BB%88_2-UUFRFRCSRF,金堂大廈,12388,22.28257,114.12731,KAM TONG BUILDING,金堂大廈,0,1800.9,1464.6,3265.5,14,52,30000,0.2,1,0,0,1,0,831157,815962,中西區,Central and Western,*,102.5039055
807,1,811,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E5%9D%A4%E5%A4%A7%E5%BB%88_2-OOJQUROVRU,金坤大廈,12396,22.28806,114.1434,KAM KWAN BUILDING,金坤大廈,84,3214.6,781.2,3995.8,24,43,25240,0.05,1,0,0,1,0,832815,816569,中西區,Central and Western,*,84.75378945
808,1,812,https://hk.centanet.com/findproperty/centadata-details/%E9%9B%85%E6%99%AF%E9%96%A3_2-TXMNZHDXHN,雅景閣,12402,22.26516,114.24471,ARTVIEW COURT,雅景閣,150,5056.5,30,5086.5,16,46,30750,0.9,1,0,0,1,0,843260,814040,東區,Eastern,*,107.3400093
809,1,813,https://hk.centanet.com/findproperty/centadata-details/%E5%BD%8C%E6%95%A6%E9%81%93%E5%A4%A7%E6%A8%93_2-UUFUQRSSRV,彌敦道大樓,12422,22.31242,114.17051,NATHAN ROAD COURT,彌敦道大樓,0,2619.2,469.5,3088.7,15,57,15000,0.05,1,0,1,1,0,835619,819269,油尖旺區,Yau Tsim Mong,*,65.00127886
810,1,814,https://hk.centanet.com/findproperty/centadata-details/%E9%A0%86%E7%99%BC%E5%A4%A7%E5%BB%88_2-UDDVURJSRS,順發大廈,12448,22.33919,114.15603,SHUN FAT BUILDING,順發大廈,96,2215.8,299.2,2515,25,40,27450,0.5,1,0,1,1,0,834118,822232,深水埗區,Sham Shui Po,*,71.08458072
811,1,815,https://hk.centanet.com/findproperty/centadata-details/%E7%A6%AE%E8%B3%A2%E5%A4%A7%E5%BB%88_2-SKYAWPARSK,禮賢大廈,12454,22.27733,114.18431,LEIGYINN BUILDING,禮賢大廈,0,6393.5,916,7309.5,8,68,50000,0.3,1,1,0,1,0,837033,815387,灣仔區,Wan Chai,**,82.34619791
812,1,816,https://hk.centanet.com/findproperty/centadata-details/%E8%BB%92%E5%AF%A7%E5%A4%A7%E5%BB%88_2-SASABPEXPA,軒寧大廈,12495,22.27918,114.18008,HENNING HOUSE,軒寧大廈,0,3420.8,1127.2,4548,19,53,18600,0.3,1,0,0,1,0,836599,815582,灣仔區,Wan Chai,*,75.37535858
813,2,817,https://hk.centanet.com/findproperty/centadata-details/%E6%A6%AE%E5%9F%BA%E5%A4%A7%E5%BB%88_2-SSGBWPKXPE,榮基大廈,12500,22.28456,114.13676,WING GA BUILDING,榮基大廈,44,1979.1,201.9,2181,24,36,33780,0.05,1,0,0,1,0,832134,816187,中西區,Central and Western,*,47.2097908
814,2,818,https://hk.centanet.com/findproperty/centadata-details/%E9%A8%8F%E9%82%A6%E5%A4%A7%E5%BB%88_2-EEDWBPYAPB,騏邦大廈,12500,22.30663,114.16783,KAY PONT BUILDING,騏邦大廈,54,2033.2,327.3,2360.5,19,43,24300,0.2,1,0,0,0,0,835336,818629,油尖旺區,Yau Tsim Mong,*,53.600012
815,2,819,https://hk.centanet.com/findproperty/centadata-details/%E9%A7%BF%E7%99%BC%E8%8A%B1%E5%9C%92_2-UUCJFRSYRV,駿發花園,12508,22.31076,114.16795,PROSPEROUS GARDEN BLOCK 3,駿發花園第３座,448,89805.3,6477.4,96282.7,30,33,34000,0.4,1,0,0,0,1,835348,819091,油尖旺區,Yau Tsim Mong,*,209.2002999
816,1,820,https://hk.centanet.com/findproperty/centadata-details/%E5%8C%AF%E6%99%AF%E8%8A%B1%E5%9C%92_2-EWGYWPWXPD,匯景花園,12509,22.30694,114.23218,CREATIVE DAY NURSERY,啓思幼兒園（滙景）,0,0,1492.6,1492.6,3,33,65660,0.05,0,0,0,0,1,0,0,觀塘區,Kwun Tong, ,144.5438983
817,2,821,https://hk.centanet.com/findproperty/centadata-details/%E6%84%89%E6%99%AF%E8%8A%B1%E5%9C%92_2-DFDJURSARV,愉景花園,12513,22.37004,114.18368,GREENVIEW GARDEN - PODIUM,愉景花園 - 平台,450,29192.5,43.5,29236,4,37,32900,0.7,1,0,0,1,0,836970,825648,沙田區,Sha Tin,*,282.834558
818,3,822,https://hk.centanet.com/findproperty/centadata-details/%E8%8F%AF%E8%98%AD%E8%8A%B1%E5%9C%92_2-OVFCFRCVRV,華蘭花園,12529,22.28585,114.21261,TSUI LAN MANSION,翠蘭閣,548,29470.9,0,29470.9,30,39,33750,0.4,1,0,0,0,0,839955,816326,東區,Eastern,*,89.84194955
819,2,823,https://hk.centanet.com/findproperty/centadata-details/%E7%BF%A0%E8%B1%90%E8%87%BA_2-AEPPWPPEPA,翠豐臺,12531,22.3756,114.10569,SUMMIT TERRACE TOWER 2,翠豐臺第２座,1264,67515.9,3713.7,71229.6,47,21,34300,1,1,0,0,0,1,828937,826269,荃灣區,Tsuen Wan,*,186.7411409
820,2,824,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E8%8F%AF%E6%98%9F%E6%BF%A4%E7%81%A3_2-DBPPWPPRPD,嘉華星濤灣,12535,22.41326,114.22266,LA COSTA - PODIUM,星濤灣 - 平台,600,36480,0,36480,1,21,44600,0.9,1,0,0,1,0,840966,830406,沙田區,Sha Tin,*,309.3082927
821,1,825,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E7%8F%80_2-EGSPWWPXWB,海珀,12553,22.32834,114.15848,Hyde Park,海珀,76,3131.8,468.4,3600.2,22,0,18000,0.4,0,0,0,1,0,834374,821035,深水埗區,Sham Shui Po,*,65.38762713
822,1,826,https://hk.centanet.com/findproperty/centadata-details/%E5%B5%90%E5%B2%B8_2-DBPPWPPVPD,嵐岸,12555,22.41169,114.22213,SAUSALITO - TOWER 1,沒有名稱,1030,70030,0,70030,28,17,44600,1,1,0,0,0,1,840931,830264,沙田區,Sha Tin,*,154.3714755
823,1,827,https://hk.centanet.com/findproperty/centadata-details/%E9%B3%B3%E9%B3%B4%E5%A4%A7%E5%BB%88_2-SKGGBPBAPG,鳳鳴大廈,12564,22.27829,114.1841,PHOENIX APARTMENTS,鳳鳴大廈,0,12871.1,4590,17461.1,18,65,22000,0.3,1,2,0,1,0,837005,815509,灣仔區,Wan Chai,***,219.0966843
824,1,828,https://hk.centanet.com/findproperty/centadata-details/%E5%8A%A0%E8%B7%AF%E9%80%A3%E5%A4%A7%E6%A8%93_2-OSUDQRRRRD,加路連大樓,12566,22.27758,114.18653,Caroline Hill Court,加路連大樓,0,8718.1,646.1,9364.2,13,65,19000,0.4,1,0,0,1,0,837256,815410,灣仔區,Wan Chai,*,109.1242483
825,2,829,https://hk.centanet.com/findproperty/centadata-details/%E9%BB%83%E5%9F%94%E8%8A%B1%E5%9C%92_3-MZDIIHHAHN,黃埔花園,12581,22.30405,114.18993,THE WHAMPOA,黃埔號,0,0,6688,6688,4,35,49750,0.05,1,0,0,0,1,0,0,九龍城區,Kowloon City, ,180.7613605
826,2,830,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E5%82%8D%E5%A4%A7%E5%BB%88_2-OOJJFRRYRO,海傍大廈,12588,22.28366,114.13005,SEA VIEW MANSION,海傍大廈,0,5495.5,711.4,6206.9,25,45,31990,0.2,1,0,0,0,0,831449,816081,中西區,Central and Western,*,91.90920736
827,1,831,https://hk.centanet.com/findproperty/centadata-details/%E9%87%91%E7%8E%89%E5%A4%A7%E5%BB%88_2-UDCQFRFHRQ,金玉大廈,12607,22.33458,114.167,KAM YUCK BUILDING,金玉大廈,179,4066.2,2369.7,6435.9,11,43,18000,0.3,1,0,0,1,0,835260,821717,深水埗區,Sham Shui Po,*,146.7870462
828,2,832,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E5%A8%81%E8%8A%B1%E5%9C%92_2-OOVCQRSRRQ,康威花園,12632,22.28718,114.14974,HONGWAY GARDEN,康威花園,412,20064.7,2543.5,22608.2,38,37,23000,0.3,1,0,0,1,0,833472,816481,中西區,Central and Western,*,169.8433306
829,2,833,https://hk.centanet.com/findproperty/centadata-details/%E6%B7%BA%E6%9C%88%E7%81%A3_3-JURRFRVXRU,淺月灣,12632,22.46312,114.19556,CASA MARINA I - PODIUM,淺月灣一期 - 平台,98,22139.8,1178.8,23318.6,1,26,65000,5,1,0,0,1,0,838010,836157,大埔區,Tai Po,*,1050.023762
830,2,834,https://hk.centanet.com/findproperty/centadata-details/%E6%B3%B0%E5%AE%89%E9%96%A3_2-UURUFRFXRO,泰安閣,12656,22.2794,114.22986,TAI ON COURT,泰安閣,144,6491.7,712.7,7204.4,25,42,32100,0.05,1,0,0,1,0,841728,815614,東區,Eastern,*,88.08089493
831,2,835,https://hk.centanet.com/findproperty/centadata-details/%E6%9B%89%E5%B3%B0%E7%81%A3%E7%95%94_2-DBPPWPPJPD,曉峰灣畔,12705,22.40988,114.22242,MOUNTAIN SHORE - PODIUM,曉峰灣畔 - 平台,1124,73189,0,73189,3,24,44600,1.5,1,0,0,1,1,840917,830184,沙田區,Sha Tin,*,556.6252686
832,1,836,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E6%99%AF%E8%8A%B1%E5%9C%92_2-EKYABPGJPS,嘉景花園,12712,22.32062,114.18883,GRANDVIEW GARDEN - PODIUM,嘉景花園 - 平台,512,23029.9,2997.4,26027.3,2,32,31500,0.4,1,0,0,0,0,837475,820169,九龍城區,Kowloon City,*,316.7024884
833,1,837,https://hk.centanet.com/findproperty/centadata-details/%E7%BD%AE%E6%A8%82%E5%8F%B0_2-OQCSURQARO,置樂台,12715,22.27327,114.17425,CHI LOK TERRACE,置樂台,22,853.2,139.4,992.6,12,43,20800,0.5,1,0,0,1,0,836002,814934,灣仔區,Wan Chai,*,46.1509619
834,2,838,https://hk.centanet.com/findproperty/centadata-details/%E5%8D%94%E5%92%8C%E5%A4%A7%E5%BB%88_2-TXHLIHHXHT,協和大廈,12760,22.31651,114.22608,HIP WO HOUSE,協和大廈,0,10538.6,1612.1,12150.7,21,58,16330,0.7,1,2,0,1,0,841334,819730,觀塘區,Kwun Tong,***,196.471423
835,1,839,https://hk.centanet.com/findproperty/centadata-details/%E9%80%B8%E7%93%8F%E5%9C%92_2-YEPPWPPEPY,逸瓏園,12763,22.38612,114.27193,The Mediterranean Club House,逸瓏園 會所,297,23167.1,0,23167.1,1,7,23500,0,0,0,0,0,0,0,0,西貢區,Sai Kung, ,139.2161002
836,1,840,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E6%80%A1%E5%8D%8A%E5%B3%B6_3-SDDSGPWAPK,海怡半島,12778,22.24382,114.14673,MARINA SQUARE ( WEST COMM. BLOCK ),海怡廣場（西座）,0,0,23786,23786,4,32,70000,0.2,1,0,0,0,1,0,0,南區,Southern, ,355.8274638
837,1,841,https://hk.centanet.com/findproperty/centadata-details/%E6%B2%99%E7%94%B0%E7%AC%AC%E4%B8%80%E5%9F%8E_3-XSHNIHSXHT,沙田第一城,12779,22.38541,114.20466,CITY ONE SHATIN - PODIUM,沙田第一城 - 平台,536,34327.9,4727,39054.9,2,37,37500,0.4,1,0,0,0,1,839105,827373,沙田區,Sha Tin,*,385.5200869
838,2,842,https://hk.centanet.com/findproperty/centadata-details/%E5%86%8D%E8%BC%9D%E5%A4%A7%E5%BB%88_2-SSBDGPSRPS,再輝大廈,12791,22.28375,114.13122,JOYFUL BUILDING,再輝大廈,224,13149.8,2387.6,15537.4,34,36,40000,0.3,1,0,0,1,0,831561,816102,中西區,Central and Western,*,137.8158883
839,2,843,https://hk.centanet.com/findproperty/centadata-details/%E5%A4%A9%E9%91%BD_2-DEPPWPPJPB,天鑽,12797,22.43631,114.16615, , ,1620,107100,0,107100,1,4,33000,1.5,1,0,0,0,1,835137,832962,大埔區,Tai Po,*,1405.34092
840,2,844,https://hk.centanet.com/findproperty/centadata-details/%E8%B1%90%E6%A8%82%E9%96%A3_2-SSWGWPPRPK,豐樂閣,12802,22.28246,114.15109,ALBRON COURT,豐樂閣,90,13724.8,2798.4,16523.2,32,39,65000,0.6,1,0,0,1,0,833604,815943,中西區,Central and Western,*,151.5857696
841,1,845,https://hk.centanet.com/findproperty/centadata-details/%E5%BE%A1%E9%BE%8D%E5%B1%85_2-EAPGPPPJPG,御龍居,12805,22.31611,114.17879,DRAGON VIEW BLOCK 1,御龍居第一座,334,25349.1,893,26242.1,23,26,54000,0.8,1,0,0,1,0,836471,819678,九龍城區,Kowloon City,*,204.6553122
842,2,846,https://hk.centanet.com/findproperty/centadata-details/%E5%8C%AF%E8%B1%AA%E5%B1%B1_2-EYPPWWPHWS,匯豪山,12813,22.34559,114.19907,THE FOREST HILLS,滙豪山,304,16899.1,4928,21827.1,48,16,22330,0.7,1,0,1,0,0,838553,822944,黃大仙區,Wong Tai Sin,*,169.8293185
843,1,847,https://hk.centanet.com/findproperty/centadata-details/%E8%8F%AF%E7%99%BC%E5%A4%A7%E5%BB%88_2-SAPPGPGXPA,華發大廈,12818,22.2799,114.18041,WAH FAT MANSION,華發大廈,100,3984.4,1721.7,5706.1,23,37,18600,0.2,1,0,0,1,0,836632,815662,灣仔區,Wan Chai,*,107.6543837
844,1,848,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E6%97%A5%E7%81%A3ii_2-DESPWPPRPW,海日灣ii,12825,22.4285,114.20632,Centra Horizon Club Centra,沒有名稱,1408,103266,0,103266,2,4,61320,2.5,0,0,0,0,1,0,0,大埔區,Tai Po, ,199.4898465
845,1,849,https://hk.centanet.com/findproperty/centadata-details/%E5%B1%B1%E5%B8%82%E8%A1%9733%E8%99%9F_2-TTMNZHSHHT,山市街33號,12845,22.28205,114.13087,NO SPECIFIC NAME,沒有名稱,0,522.3,0,522.3,6,49,42000,0.1,0,0,0,0,0,831533,815915,中西區,Central and Western,*,58.15131659
846,2,850,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%B6%E8%B1%90%E5%A4%A7%E5%BB%88_2-OOCFURRXRU,寶豐大廈,12883,22.29016,114.19815,PO FUNG BUILDING,寶豐大廈,150,7092.9,25.6,7118.5,27,33,26780,0.3,1,0,0,1,0,838463,816801,東區,Eastern,*,100.678897
847,1,851,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E6%80%A1%E8%8A%B1%E5%9C%92_2-SBYYBPEVPG,康怡花園,12889,22.28415,114.21518,KORNHILL BLOCK R,康怡花園 - R座,912,28765,230.1,28995.1,31,37,57950,0.05,1,0,0,0,1,840216,816135,東區,Eastern,*,174.2207247
848,1,852,https://hk.centanet.com/findproperty/centadata-details/%E6%96%B0%E9%81%94%E5%A4%A7%E5%BB%88_2-OVSSQRVXRQ,新達大廈,12892,22.29076,114.19717,SENTACT BUILDING,新達大廈,88,3366,1338.2,4704.2,25,35,26330,0.4,1,0,0,1,0,838360,816864,東區,Eastern,*,93.45214846
849,2,853,https://hk.centanet.com/findproperty/centadata-details/%E5%81%89%E6%96%87%E5%A4%A7%E5%BB%88_2-OVRDFRRJRQ,偉文大廈,12903,22.28984,114.19639,WISEMAN BUILDING,偉文大廈,100,7075,0,7075,26,44,26250,0.4,1,0,0,1,0,838282,816765,東區,Eastern,*,91.04310487
850,1,854,https://hk.centanet.com/findproperty/centadata-details/%E5%8B%9D%E5%88%A9%E9%81%932%E8%99%9F_2-EAYYBPDAPB,勝利道2號,12928,22.31857,114.17496,NO SPECIFIC NAME,沒有名稱,0,1298.2,169.3,1467.5,8,58,35000,0.6,0,0,0,1,0,0,0,九龍城區,Kowloon City, ,53.26947889
851,2,855,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E5%AE%B6%E9%96%A3_2-TNMXTHLXHD,富家閣,12929,22.29058,114.20131,WEALTHY COURT,富家閣,108,6382.7,0,6382.7,31,32,24500,0.05,1,0,0,1,0,838787,816848,東區,Eastern,*,113.5067419
852,3,856,https://hk.centanet.com/findproperty/centadata-details/%E5%88%A9%E8%B1%90%E5%A4%A7%E5%BB%88_2-SDKKWPYEPK,利豐大廈,12953,22.24331,114.15398,BILLION COURT,利豐大廈,0,6626.2,234,6860.2,27,34,30000,0.1,1,0,0,1,0,833908,811616,南區,Southern,*,91.1422744
853,1,857,https://hk.centanet.com/findproperty/centadata-details/%E6%9D%B1%E6%B8%AF%E5%9F%8E_2-DJRRQRSJRQ,東港城,12959,22.26627,114.23405,KOWAY COURT - PODIUM,高威閣 - 平台,704,34488.9,8812.3,43301.2,5,41,43400,0.4,1,0,0,0,0,842147,814184,東區,Eastern,*,271.2383113
854,2,858,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E8%96%88%E8%BB%92_2-SAPPWWPSWS,嘉薈軒,12968,22.27622,114.17109,J RESIDENCE,嘉薈軒,381,17966.3,2600,20566.3,37,17,30800,0.3,1,0,0,0,0,835671,815263,灣仔區,Wan Chai,*,115.0406351
855,2,859,https://hk.centanet.com/findproperty/centadata-details/%E7%BD%AE%E5%AE%89%E5%A4%A7%E5%BB%88_2-SKBPWPPXPG,置安大廈,12973,22.28102,114.18474,CHEE ON BUILDING,置安大廈,0,22820.7,5790.5,28611.2,29,53,18000,0.05,1,0,0,1,0,837078,815778,灣仔區,Wan Chai,*,172.6781472
856,1,860,https://hk.centanet.com/findproperty/centadata-details/%E8%8A%9D%E9%BD%A1%E5%A4%A7%E5%BB%88_2-UQSOQRCARV,芝齡大廈,12976,22.31986,114.17606,RICHLAND HOUSE,芝齡大廈,0,3391.5,2217.5,5609,22,49,30000,0.7,1,0,0,1,0,836185,820094,九龍城區,Kowloon City,*,109.0677917
857,1,861,https://hk.centanet.com/findproperty/centadata-details/%E5%9F%8E%E5%B8%82%E8%8A%B1%E5%9C%92_3-TNDTZHTRHT,城市花園,12995,22.2903,114.19418,CITY GARDEN HOTEL,城市花園酒店,0,0,29955,29955,30,36,58780,0.3,1,0,0,0,0,0,0,東區,Eastern, ,153.5444223
858,2,862,https://hk.centanet.com/findproperty/centadata-details/%E4%BC%8A%E5%88%A9%E8%8E%8E%E4%BC%AF%E5%A4%A7%E5%BB%88_2-OQOUUROSRQ,伊利莎伯大廈,12999,22.28082,114.18128,ELIZABETH HOUSE TOWER A,伊利莎伯大廈A座,480,31120.1,22591,53711.1,28,46,30000,0.1,1,0,0,0,0,836723,815772,灣仔區,Wan Chai,*,151.8412378
859,1,863,https://hk.centanet.com/findproperty/centadata-details/%E5%81%A5%E5%A8%81%E8%8A%B1%E5%9C%92_2-TNHSZHXJHD,健威花園,13004,22.29154,114.20385,HEALTHY GARDENS - PODIUM,健威花園 - 平台,0,52630,11730,64360,3,45,30000,0.4,1,0,0,0,1,839002,816938,東區,Eastern,*,343.3490593
860,2,864,https://hk.centanet.com/findproperty/centadata-details/%E5%AF%8C%E6%BE%A4%E8%8A%B1%E5%9C%92_2-OVJUFRUXRO,富澤花園,13006,22.28758,114.1937,FU BON COURT,富邦閣,720,50505.6,0,50505.6,33,43,51000,0.05,1,0,0,1,1,838001,816521,東區,Eastern,*,196.5658632
861,1,865,https://hk.centanet.com/findproperty/centadata-details/%E9%B3%B3%E8%BC%9D%E8%87%BA%201%20%E8%99%9F_2-SKAYWPSAPK,鳳輝臺 1 號,13027,22.269,114.1834,NO SPECIFIC NAME,沒有名稱,0,1242.6,81.2,1323.8,4,69,56640,1.5,0,0,0,1,0,836935,814463,灣仔區,Wan Chai,*,63.73339209
862,1,866,https://hk.centanet.com/findproperty/centadata-details/%E6%98%8C%E6%80%A1%E9%96%A3_2-UQRRURCXRO,昌怡閣,13049,22.32682,114.18293,CHEERUSE COURT,昌怡閣,12,1245,0,1245,13,32,54160,0.9,1,0,0,1,0,836891,820864,九龍城區,Kowloon City,*,47.73821961
863,2,867,https://hk.centanet.com/findproperty/centadata-details/%E6%98%8C%E6%9A%89%E5%A4%A7%E5%BB%88_2-MXNXIHDEHT,昌暉大廈,13051,22.3407,114.15482,CHEUNG FAI BUILDING,昌暉大廈,208,6189.5,1549.7,7739.2,28,40,24000,0.6,0,0,0,0,0,0,0,深水埗區,Sham Shui Po, ,112.6810719
864,1,868,https://hk.centanet.com/findproperty/centadata-details/%E8%88%88%E8%A3%95%E5%A4%A7%E5%BB%88_2-SBWDBPWRPS,興裕大廈,13062,22.28546,114.19226,HING YUE MANSION,興裕大廈,0,1406.1,398,1804.1,11,58,19250,0.3,1,0,0,1,0,837850,816291,東區,Eastern,*,68.39514535
865,2,869,https://hk.centanet.com/findproperty/centadata-details/%E9%AF%89%E7%81%A3%E5%A4%A9%E4%B8%8B_2-EWPPWWPEWY,鯉灣天下,13063,22.29257,114.23751,CANARYSIDE,鯉灣天下,210,12348.7,2451.9,14800.6,39,18,60000,0.6,1,0,0,1,0,842518,817074,觀塘區,Kwun Tong,*,159.9391035
866,2,870,https://hk.centanet.com/findproperty/centadata-details/%E5%A5%BD%E9%81%8B%E4%B8%AD%E5%BF%83_2-XSHHIHLXHT,好運中心,13091,22.38349,114.19055,LUCKY PLAZA - PODIUM,好運中心 - 平台,1400,61311.9,15293.6,76605.5,4,41,30340,0.8,1,0,0,1,1,837630,827125,沙田區,Sha Tin,*,472.5008195
867,2,871,https://hk.centanet.com/findproperty/centadata-details/%E6%B0%B8%E5%AF%B6%E5%A4%A7%E5%BB%88_2-SBEAWPPJPA,永寶大廈,13102,22.29008,114.19748,WING PO MANSION,永寶大廈,104,7489,294.1,7783.1,28,35,26780,0.4,1,0,0,1,0,838403,816802,東區,Eastern,*,96.20760835
868,2,872,https://hk.centanet.com/findproperty/centadata-details/%E5%BA%B7%E7%9D%A6%E5%BA%AD%E5%9C%92_2-DMTNIHZXHZ,康睦庭園,13105,22.36766,114.11687,HARMONY GARDEN BLOCK 1,康睦庭園第１座,120,7077.3,573.3,7650.6,28,25,29550,0.7,1,0,0,1,0,830088,825393,荃灣區,Tsuen Wan,*,116.8357925
869,2,873,https://hk.centanet.com/findproperty/centadata-details/%E5%98%89%E6%9C%97%E8%B1%AA%E5%BA%AD_2-USVDURVHRQ,嘉朗豪庭,13105,22.30958,114.1874,CARLTON COURT,嘉朗豪庭,88,5578.2,1047.9,6626.1,28,25,28750,0.6,1,0,0,1,0,837353,818958,九龍城區,Kowloon City,*,94.1043013
870,1,874,https://hk.centanet.com/findproperty/centadata-details/%E7%92%B0%E5%AE%87%E6%B5%B7%E7%81%A3_2-AEPPWPPAPG,環宇海灣,13109,22.36448,114.1143,CITY POINT - PODIUM,環宇海灣 - 平台,1717,112636.6,11022,123658.6,5,10,50000,0.8,1,0,0,0,1,829748,825118,荃灣區,Tsuen Wan,*,807.3965305
871,1,875,https://hk.centanet.com/findproperty/centadata-details/%E5%A0%85%E6%8B%BF%E9%81%93%E6%9D%B1%2024-25%20%E8%99%9F_2-TDMTIHHSHM,堅拿道東 24-25 號,13116,22.27757,114.18143,NO SPECIFIC NAME,沒有名稱,0,426,87.2,513.2,6,53,14500,0.4,0,1,0,0,0,836737,815409,灣仔區,Wan Chai,**,41.96993937
872,2,876,https://hk.centanet.com/findproperty/centadata-details/%E6%B5%B7%E6%82%85%E8%B1%AA%E5%9C%92_2-DJRCQRSVRQ,海悅豪園,13139,22.3146,114.26535,MARITIME BAY - PODIUM,海悅豪園 - 平台,736,43315.3,5896.2,49211.5,3,26,47000,0.2,1,0,0,0,1,845382,819519,西貢區,Sai Kung,*,290.3396922
873,2,877,https://hk.centanet.com/findproperty/centadata-details/%E5%95%9F%E7%A6%AE%E9%96%A3_2-TNNLTHZSHT,啟禮閣,13153,22.28571,114.19268,KAILEY COURT,啟禮閣,88,3698.3,842,4540.3,24,31,19250,0.3,1,0,0,0,0,837895,816314,東區,Eastern,*,78.09044959
