OID_,SampleBuilding,Area,PerSqFeet,lat,long,CSU_ID,NAME_ENG,NAME_CHT,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
330,萬和花園大廈,609,9195,22.312760000000001,114.228539999999995,4158619324T20050430,MAN WO GARDEN MANSION,萬和花園大廈,0,17647.500000000000000,1486.400000000000091,19133.900000000001455,12,56,27550,0.5,1,0,0,1,0,841586,819324,觀塘區,Kwun Tong,*
331,萬和花園大廈,680,8970,22.312760000000001,114.228539999999995,4158619324T20050430,MAN WO GARDEN MANSION,萬和花園大廈,0,17647.500000000000000,1486.400000000000091,19133.900000000001455,12,56,27550,0.5,1,0,0,1,0,841586,819324,觀塘區,Kwun Tong,*
332,新興大廈,556,11151,22.316839999999999,114.169610000000006,3552019760P20060311,SUN HING BUILDING,新興大廈,0,20128.400000000001455,24444.799999999999272,44573.199999999997090,27,59,13050,0.3,1,2,1,0,0,835520,819760,油尖旺區,Yau Tsim Mong,***
333,中堅樓,419,9069,22.322870000000002,114.160499999999999,3458120406T20050430,CHUNG KIN BUILDING,中堅樓,0,14798.000000000000000,1071.000000000000000,15869.000000000000000,15,59,17630,0.6,1,2,0,1,0,834581,820406,油尖旺區,Yau Tsim Mong,***
334,福基大廈,445,10786,22.279599999999999,114.179630000000003,3655215635T20050430,FOOK GAY MANSION,福基大廈,0,2374.199999999999818,535.299999999999955,2909.500000000000000,14,59,18600,0.4,1,0,0,0,0,836552,815635,灣仔區,Wan Chai,*
335,金橋華廈,410,9268,22.314840000000000,114.223370000000003,4105819550T20050430,CAMBRIDGE BUILDING,金僑華廈,0,16345.799999999999272,1131.299999999999955,17477.099999999998545,22,58,15300,0.4,1,2,0,1,0,841058,819550,觀塘區,Kwun Tong,***
336,濂風大廈,646,9287,22.277950000000001,114.174340000000001,3600715448T20050430,LINFOND MANSION,濂風大廈,0,5733.800000000000182,736.600000000000023,6470.399999999999636,16,59,16000,0.1,1,0,0,1,0,836007,815448,灣仔區,Wan Chai,*
337,德星樓,667,10914,22.319019999999998,114.177560000000000,3634320005T20050430,EDWARD COURT,德星樓,0,5219.100000000000364,2025.200000000000045,7244.300000000000182,21,59,52500,1.000000000000000,1,0,0,1,0,836343,820005,九龍城區,Kowloon City,*
338,永寧樓,804,9079,22.313910000000000,114.227819999999994,4151719440T20050430,WING NING MANSION,永寧樓,0,3895.099999999999909,309.500000000000000,4204.600000000000364,13,59,28500,0.6,1,0,0,1,0,841517,819440,觀塘區,Kwun Tong,*
339,中和樓,468,8333,22.322320000000001,114.161469999999994,3467820367T20050430,CHUNG WO BUILDING,中和樓,0,19702.099999999998545,1403.200000000000045,21105.299999999999272,15,59,17630,0.5,1,2,0,1,0,834678,820367,油尖旺區,Yau Tsim Mong,***
340,保如大廈,668,10029,22.279630000000001,114.179159999999996,3649815643T20050430,PAUL YEE MANSION,保如大廈,0,4162.699999999999818,1493.500000000000000,5656.199999999999818,16,59,29000,0.4,1,0,0,1,0,836498,815643,灣仔區,Wan Chai,*
341,香港大廈,698,10888,22.280169999999998,114.185370000000006,3714915699T20050430,HONG KONG MANSION,香港大廈,0,18942.299999999999272,7897.699999999999818,26840.000000000000000,25,59,18800,0.05,1,2,0,1,0,837149,815699,灣仔區,Wan Chai,***
342,雅園,592,14020,22.379030000000000,114.182860000000005,3688426646T20050430,MANTEX VILLA BLOCK 1,雅苑第１座,11,1957.200000000000045,0,1957.200000000000045,2,35,38250,0.8,0,0,0,0,0,836884,826646,沙田區,Sha Tin,*
343,東南大廈,476,9033,22.243880000000001,114.154660000000007,3398011681T20050430,TUNG NAM BUILDING,東南大廈,40,1805.700000000000045,624.200000000000045,2429.900000000000091,13,44,41000,0.05,1,0,0,1,0,833980,811681,南區,Southern,*
344,僑興大廈,518,12548,22.282769999999999,114.192639999999997,3791615984T20050430,KIU HING MANSION,僑興大廈,0,27749.799999999999272,6001.300000000000182,33751.099999999998545,27,59,46250,0.1,1,0,0,1,0,837896,815991,東區,Eastern,*
345,景光街24-26號,483,14492,22.269020000000001,114.184600000000003,3706514460T20050430,NO SPECIFIC NAME,沒有名稱,0,804.000000000000000,120.000000000000000,924.000000000000000,9,59,34160,1.500000000000000,0,0,0,0,0,0,0,灣仔區,Wan Chai, 
346,又一樓 C座,596,14261,22.332989999999999,114.174440000000004,3601521548T20050430,PARC OASIS TOWER 7,又一居第７座,0,62732.599999999998545,0,62732.599999999998545,12,32,69160,0.5,1,0,0,0,1,836015,821548,深水埗區,Sham Shui Po,*
347,僑宏大廈,970,12371,22.320080000000001,114.178079999999994,3639320123T20050430,KIU WANG MANSION BLOCK 1,僑宏大廈第一座,0,10442.299999999999272,1025.400000000000091,11467.700000000000728,18,58,52210,0.9,1,0,0,1,0,836393,820123,九龍城區,Kowloon City,*
348,嘉景樓,606,16336,22.318999999999999,114.178280000000001,3641319999T20050430,CARRIE COURT,嘉景樓,0,4726.800000000000182,2088.599999999999909,6815.399999999999636,19,59,52500,1.500000000000000,1,0,0,1,0,836413,819999,九龍城區,Kowloon City,*
349,發祥大廈,401,5985,22.338059999999999,114.157120000000006,3423522111T20050430,FAT CHEUNG BUILDING,發祥大廈,0,1632.900000000000091,423.000000000000000,2055.900000000000091,9,59,19000,0.3,0,0,1,1,0,834235,822111,深水埗區,Sham Shui Po,*
350,永興新樓,668,11676,22.285460000000000,114.192409999999995,3786916282T20050430,WING HING BUILDING,永興新樓,0,2898.800000000000182,634.299999999999955,3533.099999999999909,11,59,19250,0.3,1,0,0,1,0,837869,816282,東區,Eastern,*
351,中星樓,482,10829,22.322310000000002,114.160139999999998,3454820370T20050430,CHUNG SING BUILDING,中星樓,0,8748.200000000000728,601.100000000000023,9349.299999999999272,15,58,19000,0.4,1,1,0,1,0,834548,820370,油尖旺區,Yau Tsim Mong,**
352,美城大廈,411,12895,22.284960000000002,114.191180000000003,3774516232P20060312,MAYSON GARDEN BUILDING,美城花園大廈,0,13331.700000000000728,2913.199999999999818,16244.899999999999636,24,52,23660,0.2,1,0,0,0,0,837743,816232,東區,Eastern,*
353,源發大廈,540,9222,22.318010000000001,114.166589999999999,3520919890P20060311,YUEN FAT BUILDING,源發大廈,0,17417.700000000000728,1051.299999999999955,18469.000000000000000,23,59,14000,0.3,1,2,0,1,0,835197,819887,油尖旺區,Yau Tsim Mong,***
354,利都樓,462,8441,22.289120000000000,114.193989999999999,3802816682T20050430,RIALTO MANSION,利都樓,0,10400.000000000000000,2724.699999999999818,13124.700000000000728,18,58,29000,0.05,1,0,0,1,0,838028,816682,東區,Eastern,*
355,駱克道292-294號,574,11672,22.278549999999999,114.177379999999999,3631815525T20050430,NO SPECIFIC NAME,沒有名稱,0,1330.700000000000045,300.399999999999977,1631.099999999999909,13,58,27950,0.4,1,0,0,1,0,836318,815525,灣仔區,Wan Chai,*
356,萬基大廈,790,12632,22.319830000000000,114.176779999999994,3625820093T20050430,MAN KEE MANSION BLOCK A-D,萬基大廈Ａ－Ｄ座,0,13400.299999999999272,12040.399999999999636,25440.700000000000728,26,58,52210,0.8,0,0,0,1,0,836258,820093,九龍城區,Kowloon City,*
357,先施西環大廈,652,9969,22.281400000000001,114.126670000000004,3106515835T20050430,SINCERE WESTERN HOUSE,先施西環大樓,0,12870.200000000000728,1292.500000000000000,14162.700000000000728,12,59,20000,0.1,1,1,0,1,0,831065,815835,中西區,Central and Western,**
358,利都樓,462,12121,22.289120000000000,114.193989999999999,3802816682T20050430,RIALTO MANSION,利都樓,0,10400.000000000000000,2724.699999999999818,13124.700000000000728,18,58,29000,0.05,1,0,0,1,0,838028,816682,東區,Eastern,*
359,修頓大廈,493,11014,22.276700000000002,114.171319999999994,3568715311T20050430,SOUTHORN MANSION,修頓大廈,0,4326.899999999999636,1113.900000000000091,5440.800000000000182,15,59,20800,0.2,1,0,0,0,0,835687,815311,灣仔區,Wan Chai,*
360,利都樓,425,12682,22.289120000000000,114.193989999999999,3802816682T20050430,RIALTO MANSION,利都樓,0,10400.000000000000000,2724.699999999999818,13124.700000000000728,18,58,29000,0.05,1,0,0,1,0,838028,816682,東區,Eastern,*
361,僑興大廈,544,12279,22.282769999999999,114.192639999999997,3791615984T20050430,KIU HING MANSION,僑興大廈,0,27749.799999999999272,6001.300000000000182,33751.099999999998545,27,59,46250,0.1,1,0,0,1,0,837896,815991,東區,Eastern,*
362,中和樓,400,8750,22.322320000000001,114.161469999999994,3467820367T20050430,CHUNG WO BUILDING,中和樓,0,19702.099999999998545,1403.200000000000045,21105.299999999999272,15,59,17630,0.5,1,2,0,1,0,834678,820367,油尖旺區,Yau Tsim Mong,***
363,常榮大樓,462,8658,22.333369999999999,114.160619999999994,3459421587T20050430,SHEUNG WING BUILDING,常榮大樓,0,3855.300000000000182,866.299999999999955,4721.600000000000364,11,58,18560,0.3,1,1,0,1,0,834594,821587,深水埗區,Sham Shui Po,**
364,常福大廈,625,7920,22.332220000000000,114.162679999999995,3481121461T20050430,SHEUNG FOOK BUILDING,常福大廈,0,3376.500000000000000,748.399999999999977,4124.899999999999636,11,58,15620,0.05,1,2,0,0,0,834811,821461,深水埗區,Sham Shui Po,***
365,中興大廈,589,8998,22.286580000000001,114.211010000000002,3976616409T20050430,CHUNG HING MANSION,中興大廈,0,18842.500000000000000,1166.400000000000091,20008.900000000001455,25,59,14000,0.2,1,0,0,1,0,839766,816409,東區,Eastern,*
366,先施西環大廈,652,10858,22.281400000000001,114.126670000000004,3106515835T20050430,SINCERE WESTERN HOUSE,先施西環大樓,0,12870.200000000000728,1292.500000000000000,14162.700000000000728,12,59,20000,0.1,1,1,0,1,0,831065,815835,中西區,Central and Western,**
367,同興樓,492,11382,22.283230000000000,114.129819999999995,3142016030T20050430,TUNG HING MANSION,同興樓,0,4458.000000000000000,792.000000000000000,5250.000000000000000,9,58,37190,0.1,1,1,0,1,0,831420,816030,中西區,Central and Western,**
368,駱克道344-346號,431,10672,22.278960000000001,114.178820000000002,3646615572T20050430,NO SPECIFIC NAME,沒有名稱,0,1227.299999999999955,354.199999999999989,1581.500000000000000,13,59,21250,0.4,1,0,0,1,0,836466,815572,灣仔區,Wan Chai,*
369,青雲大廈,495,9696,22.290250000000000,114.197000000000003,3834216815P20060312,TSING WAN BUILDING,青雲大廈,0,4268.600000000000364,719.299999999999955,4987.899999999999636,23,58,26780,0.4,1,0,0,1,0,838337,816823,東區,Eastern,*
370,僑興大廈,540,11074,22.282769999999999,114.192639999999997,3791615984T20050430,KIU HING MANSION,僑興大廈,0,27749.799999999999272,6001.300000000000182,33751.099999999998545,27,59,46250,0.1,1,0,0,1,0,837896,815991,東區,Eastern,*
371,宏華大廈,587,8688,22.368510000000001,114.122739999999993,3068625473T20050430,WANG WAH BUILDING,宏華大廈,0,9942.500000000000000,1474.400000000000091,11416.899999999999636,16,59,14000,0.6,1,2,0,0,0,830686,825473,葵青區,Kwai Tsing,***
372,嘉景樓,664,14126,22.318999999999999,114.178280000000001,3641319999T20050430,CARRIE COURT,嘉景樓,0,4726.800000000000182,2088.599999999999909,6815.399999999999636,19,59,52500,1.500000000000000,1,0,0,1,0,836413,819999,九龍城區,Kowloon City,*
373,利都樓,462,9523,22.289120000000000,114.193989999999999,3802816682T20050430,RIALTO MANSION,利都樓,0,10400.000000000000000,2724.699999999999818,13124.700000000000728,18,58,29000,0.05,1,0,0,1,0,838028,816682,東區,Eastern,*
374,嘉裕樓,513,10331,22.287949999999999,114.146100000000004,3309416553T20050430,KA YUE BUILDING,嘉裕樓,0,1879.500000000000000,633.000000000000000,2512.500000000000000,12,58,25000,0.2,1,0,0,1,0,833094,816553,中西區,Central and Western,*
375,德信園,635,15590,22.319230000000001,114.177369999999996,3631820024T20050430,WATERLOO HEIGHTS GARDEN,德信園,0,5058.800000000000182,2745.800000000000182,7804.600000000000364,21,59,52500,1.000000000000000,1,0,0,1,0,836318,820024,九龍城區,Kowloon City,*
376,東方花園 D座,926,12742,22.325900000000001,114.176050000000004,3618020754T20050430,ORIENTAL GARDENS BLOCK D,東方花園Ｄ座,0,20026.299999999999272,7213.300000000000182,27239.599999999998545,13,58,49900,0.8,1,0,0,1,0,836180,820754,九龍城區,Kowloon City,*
377,仁富大廈,429,10442,22.316099999999999,114.225909999999999,4132019679P20060311,YEN FU MANSION,仁富大廈,0,9146.000000000000000,996.500000000000000,10142.500000000000000,23,57,16330,0.5,1,1,0,1,0,841317,819687,觀塘區,Kwun Tong,**
378,高寧大廈,567,14074,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
379,花圃別墅 B座,612,17973,22.330359999999999,114.175849999999997,3616221260T20050430,FA PO VILLA,花圃別墅,0,3283.599999999999909,1094.500000000000000,4378.100000000000364,4,58,60900,0.9,0,0,0,1,0,836162,821260,深水埗區,Sham Shui Po,*
380,合和大廈,410,8536,22.317060000000001,114.226330000000004,4136419786P20060311,HOPEWELL HOUSE,合和大廈,0,15087.000000000000000,2428.900000000000091,17515.900000000001455,21,57,20370,0.7,1,2,0,1,0,841359,819776,觀塘區,Kwun Tong,***
381,泰華大廈,443,12753,22.370590000000000,114.116870000000006,3008325712T20050430,TAI WAH BUILDING,泰華大廈,0,10288.000000000000000,1201.700000000000045,11489.700000000000728,21,51,15830,0.4,1,2,1,1,0,830083,825712,荃灣區,Tsuen Wan,***
382,基華樓,499,9619,22.280310000000000,114.179779999999994,3656715719T20050430,KEI WA BUILDING,基華樓,0,1963.400000000000091,330.300000000000011,2293.699999999999818,12,58,30000,0.3,1,0,0,1,0,836567,815719,灣仔區,Wan Chai,*
383,高景大廈,567,14991,22.274069999999998,114.193140000000000,3795215024T20050430,GOLD KING MANSION,高景大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,1,0,837952,815024,灣仔區,Wan Chai,*
384,民眾大廈,614,10586,22.288039999999999,114.192959999999999,3793416564T20050430,UNITED BUILDING,民眾大廈,0,12069.600000000000364,2877.500000000000000,14947.100000000000364,23,57,23000,0.05,1,0,0,1,0,837934,816564,東區,Eastern,*
385,文景樓,510,11000,22.307110000000002,114.166010000000000,3514418690T20050430,MAN KING BUILDING,文景樓,0,33293.400000000001455,1856.900000000000091,35150.300000000002910,19,57,19900,0.1,0,1,0,0,0,835144,818690,油尖旺區,Yau Tsim Mong,**
386,元朗大廈,508,7244,22.444279999999999,114.026190000000000,2075833886T20050430,YUEN LONG MANSION,元朗大廈,0,5048.699999999999818,1115.299999999999955,6164.000000000000000,16,58,13050,0.05,1,0,0,0,0,0,0,元朗區,Yuen Long, 
387,合和大廈,415,9156,22.317060000000001,114.226330000000004,4136419786P20060311,HOPEWELL HOUSE,合和大廈,0,15087.000000000000000,2428.900000000000091,17515.900000000001455,21,57,20370,0.7,1,2,0,1,0,841359,819776,觀塘區,Kwun Tong,***
388,仁富大廈,501,9241,22.316099999999999,114.225909999999999,4132019679P20060311,YEN FU MANSION,仁富大廈,0,9146.000000000000000,996.500000000000000,10142.500000000000000,23,57,16330,0.5,1,1,0,1,0,841317,819687,觀塘區,Kwun Tong,**
389,高寧大廈,555,18918,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
390,高寧大廈,567,13932,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
391,東方花園 D座,917,10905,22.325900000000001,114.176050000000004,3618020754T20050430,ORIENTAL GARDENS BLOCK D,東方花園Ｄ座,0,20026.299999999999272,7213.300000000000182,27239.599999999998545,13,58,49900,0.8,1,0,0,1,0,836180,820754,九龍城區,Kowloon City,*
392,高寧大廈,567,14991,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
393,東方花園 C座,1054,11195,22.325690000000002,114.176060000000007,3618520745T20050430,ORIENTAL GARDENS BLOCK C,東方花園Ｃ座,0,20026.299999999999272,7213.300000000000182,27239.599999999998545,13,58,49900,0.8,1,0,0,0,0,836185,820745,九龍城區,Kowloon City,*
394,花圃別墅 D座,629,14308,22.330359999999999,114.175849999999997,3616221260T20050430,FA PO VILLA,花圃別墅,0,3283.599999999999909,1094.500000000000000,4378.100000000000364,4,58,60900,0.9,0,0,0,1,0,836162,821260,深水埗區,Sham Shui Po,*
395,麗晶樓,712,12289,22.318639999999998,114.177300000000002,3631819969T20050430,CRYSTAL COURT,麗晶閣,0,9360.600000000000364,936.100000000000023,10296.700000000000728,21,57,35000,1.000000000000000,1,0,0,1,0,836318,819969,九龍城區,Kowloon City,*
396,麗晶樓,712,12640,22.318639999999998,114.177300000000002,3631819969T20050430,CRYSTAL COURT,麗晶閣,0,9360.600000000000364,936.100000000000023,10296.700000000000728,21,57,35000,1.000000000000000,1,0,0,1,0,836318,819969,九龍城區,Kowloon City,*
397,高景大廈,567,18518,22.274069999999998,114.193140000000000,3795215024T20050430,GOLD KING MANSION,高景大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,1,0,837952,815024,灣仔區,Wan Chai,*
398,高寧大廈,567,12874,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
399,意廬小築,795,12955,22.269030000000001,114.184100000000001,3700814464T20050430,IGLOO APARTMENT,意廬小築,0,1788.000000000000000,195.000000000000000,1983.000000000000000,11,57,34160,1.500000000000000,1,0,0,1,0,837008,814464,灣仔區,Wan Chai,*
400,高寧大廈,555,15099,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
401,民眾大廈,801,10611,22.288039999999999,114.192959999999999,3793416564T20050430,UNITED BUILDING,民眾大廈,0,12069.600000000000364,2877.500000000000000,14947.100000000000364,23,57,23000,0.05,1,0,0,1,0,837934,816564,東區,Eastern,*
402,高寧大廈,567,21164,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
403,高寧大廈,567,18518,22.273849999999999,114.193079999999995,3794615001T20050430,GOLD NING MANSION,高寧大廈,0,10515.799999999999272,0,10515.799999999999272,22,58,54830,2.000000000000000,1,0,0,0,0,837946,815001,灣仔區,Wan Chai,*
