OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND,
513,11260,460,22.289100000000001,114.200140000000005,明園大廈 第一期,MING YUEN MANSIONS PHASE 1 BLOCK A,明園大廈 1期 A座,12/1/1968 0:00,0,30140.299999999999272,0,30140.299999999999272,22,56,36000,0.2,1,0,0,0,0,838664,816694,東區,Eastern,*,
514,9016,610,22.448950000000000,114.164000000000001,宏基大廈,WAN KEE BUILDING,宏基大廈,10/1/1976 0:00,0,1716.799999999999955,291.899999999999977,2008.700000000000045,12,48,14270,1.000000000000000,1,0,1,1,0,834948,834392,大埔區,Tai Po,*,
515,9299,699,22.279029999999999,114.180890000000005,友光大廈,YAU KWONG BUILDING,友光大廈,1/1/1970 0:00,0,6281.899999999999636,3017.500000000000000,9299.399999999999636,17,55,30800,0.2,1,1,0,1,0,836681,815577,灣仔區,Wan Chai,**,
516,16227,493,22.280989999999999,114.185860000000005,珠城大廈 C座,PEARL  CITY  MANSION,珠城大廈,12/1/1972 0:00,0,33802.099999999998545,15200.600000000000364,49002.699999999997090,33,52,30120,0.1,1,0,0,1,0,837169,815778,灣仔區,Wan Chai,*,
517,10956,1077,22.343290000000000,114.177120000000002,涵碧別墅,HAMBURG VILLA,涵碧別墅,6/1/1970 0:00,0,4107.399999999999636,225.800000000000011,4333.199999999999818,5,54,78160,1.000000000000000,0,0,0,1,0,836289,822695,九龍城區,Kowloon City,*,
518,11856,447,22.288010000000000,114.144720000000007,利華大廈,LEE WAH MANSION,利華大廈,12/1/1969 0:00,0,3154.900000000000091,289.100000000000023,3444.000000000000000,13,55,25000,0.05,1,0,0,1,0,832951,816563,中西區,Central and Western,*,
519,8571,406,22.322849999999999,114.160139999999998,中耀樓,CHUNG YEW BUILDING,中耀樓,1/1/1970 0:00,0,19084.099999999998545,1433.599999999999909,20517.700000000000728,15,55,16500,0.5,1,1,0,1,0,834553,820425,油尖旺區,Yau Tsim Mong,**,
520,9448,635,22.336880000000001,114.139009999999999,美孚新邨 2期 吉利徑1-3號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,8343.299999999999272,0,8343.299999999999272,19,53,45000,0.2,1,0,0,0,1,832368,821978,深水埗區,Sham Shui Po,*,
521,10218,685,22.336880000000001,114.139009999999999,美孚新邨 2期 吉利徑1-3號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,8343.299999999999272,0,8343.299999999999272,19,53,45000,0.2,1,0,0,0,1,832368,821978,深水埗區,Sham Shui Po,*,
522,13378,441,22.286660000000001,114.148560000000003,南北行大廈,NAM PAK HONG BUILDING,南北行大廈,9/1/1970 0:00,0,3613.400000000000091,2965.800000000000182,6579.199999999999818,22,54,25000,0.4,1,0,0,0,0,833335,816406,中西區,Central and Western,*,
523,9090,484,22.316929999999999,114.225139999999996,晨星樓,MORNING STAR MANSION,晨星樓,11/1/1970 0:00,0,5433.399999999999636,864.899999999999977,6298.300000000000182,17,54,16490,0.8,1,0,0,1,0,841241,819772,觀塘區,Kwun Tong,*,
524,14976,434,22.277080000000002,114.175830000000005,全豐樓,CHUEN FUNG BUILDING,全豐樓,6/1/1971 0:00,0,1868.000000000000000,442.300000000000011,2310.300000000000182,12,53,19500,0.2,1,0,0,1,0,836157,815361,灣仔區,Wan Chai,*,
525,5664,632,22.323090000000001,114.168170000000003,歡樂樓,FOON LOK BUILDING,歡樂樓,10/1/1979 0:00,15,634.100000000000023,304.000000000000000,938.100000000000023,6,45,17490,0.2,0,0,0,0,0,835370,820453,油尖旺區,Yau Tsim Mong,*,
526,8735,435,22.374559999999999,114.178299999999993,樹德樓,SHU TAK BUILDING,樹德樓,3/1/1971 0:00,0,1273.700000000000045,440.199999999999989,1713.900000000000091,6,54,23000,0.05,0,0,0,1,0,836414,826154,沙田區,Sha Tin,*,
527,10402,671,22.282399999999999,114.192340000000002,鴻安大廈,HUNG ON BUILDING,鴻安大廈,7/1/1971 0:00,0,7008.800000000000182,989.799999999999955,7998.600000000000364,21,53,46250,0.05,1,0,0,0,0,837850,815947,東區,Eastern,*,
528,9251,454,22.343509999999998,114.197230000000005,安利大廈,ON LEE BUILDING,安利大廈,11/1/1970 0:00,0,7789.500000000000000,4041.300000000000182,11830.799999999999272,21,54,25000,0.4,1,0,0,0,0,838363,822712,黃大仙區,Wong Tai Sin,*,
529,9043,575,22.313770000000002,114.228319999999997,月威大廈,MOONWAY MANSION BLOCK A-F,月威大廈Ａ－Ｆ座,11/1/1970 0:00,0,8475.799999999999272,0,8475.799999999999272,13,54,27550,0.6,1,0,0,1,0,841569,819423,觀塘區,Kwun Tong,*,
530,13220,590,22.318180000000002,114.174180000000007,正平大廈,CHAMPION HOUSE,正平大廈,6/1/1971 0:00,0,7865.800000000000182,522.600000000000023,8388.399999999999636,23,53,30000,0.6,1,0,0,1,0,835990,819910,九龍城區,Kowloon City,*,
531,10000,630,22.336880000000001,114.139009999999999,美孚新邨 2期 吉利徑1-3號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,8343.299999999999272,0,8343.299999999999272,19,53,45000,0.2,1,0,0,0,1,832368,821978,深水埗區,Sham Shui Po,*,
532,11811,635,22.336880000000001,114.139009999999999,美孚新邨 2期 吉利徑1-3號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,8343.299999999999272,0,8343.299999999999272,19,53,45000,0.2,1,0,0,0,1,832368,821978,深水埗區,Sham Shui Po,*,
533,11968,635,22.336880000000001,114.139009999999999,美孚新邨 2期 吉利徑1-3號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,8343.299999999999272,0,8343.299999999999272,19,53,45000,0.2,1,0,0,0,1,832368,821978,深水埗區,Sham Shui Po,*,
534,10518,637,22.336880000000001,114.139009999999999,美孚新邨 2期 吉利徑1-3號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,8343.299999999999272,0,8343.299999999999272,19,53,45000,0.2,1,0,0,0,1,832368,821978,深水埗區,Sham Shui Po,*,
535,12686,670,22.286370000000002,114.191220000000001,海城洋樓,HOI SHING BUILDING,海城洋樓,8/1/1971 0:00,0,4636.500000000000000,426.899999999999977,5063.399999999999636,20,53,32890,0.3,1,0,0,1,0,837749,816391,東區,Eastern,*,
536,17634,482,22.286660000000001,114.148560000000003,南北行大廈,NAM PAK HONG BUILDING,南北行大廈,9/1/1970 0:00,0,3613.400000000000091,2965.800000000000182,6579.199999999999818,22,54,25000,0.4,1,0,0,0,0,833335,816406,中西區,Central and Western,*,
537,10928,549,22.278189999999999,114.176630000000003,祥興大廈,CHONG HING BUILDING,祥興大廈,12/1/1970 0:00,0,2780.000000000000000,354.699999999999989,3134.699999999999818,15,54,27950,0.4,1,0,0,1,0,836246,815482,灣仔區,Wan Chai,*,
538,9883,517,22.306429999999999,114.186009999999996,寶石戲院大廈 A座,LUX THEATRE BUILDING BLOCK A,寶石戲院大廈Ａ座,3/1/1971 0:00,0,16421.000000000000000,4637.800000000000182,21058.799999999999272,16,54,19800,0.3,1,2,0,1,0,837207,818614,九龍城區,Kowloon City,***,
539,13872,829,22.346010000000000,114.126410000000007,樂景樓,LAI KING ESTATE - LOK KING HOUSE,樂景樓（第７座）,9/1/1976 0:00,1182,53875.000000000000000,1139.200000000000045,55014.199999999997090,26,48,15000,0.2,1,0,0,0,1,831058,823029,葵青區,Kwai Tsing,*,
540,9063,491,22.326930000000001,114.162270000000007,永明大廈,WING MING BUILDING,永明大廈,2/1/1967 0:00,0,2360.599999999999909,747.200000000000045,3107.800000000000182,14,58,16190,0.4,1,1,0,1,0,834763,820878,深水埗區,Sham Shui Po,**,
541,9297,484,22.316929999999999,114.225139999999996,晨星樓,MORNING STAR MANSION,晨星樓,11/1/1970 0:00,0,5433.399999999999636,864.899999999999977,6298.300000000000182,17,54,16490,0.8,1,0,0,1,0,841241,819772,觀塘區,Kwun Tong,*,
542,10796,741,22.318180000000002,114.174180000000007,正平大廈,CHAMPION HOUSE,正平大廈,6/1/1971 0:00,0,7865.800000000000182,522.600000000000023,8388.399999999999636,23,53,30000,0.6,1,0,0,1,0,835990,819910,九龍城區,Kowloon City,*,
543,8612,447,22.277490000000000,114.229870000000005,好景樓,HO KING BUILDING,好景樓,10/1/1979 0:00,60,2288.599999999999909,910.299999999999955,3198.900000000000091,22,45,32100,0.2,1,0,0,0,0,841728,815405,東區,Eastern,*,
544,12686,670,22.286370000000002,114.191220000000001,海城洋樓,HOI SHING BUILDING,海城洋樓,8/1/1971 0:00,0,4636.500000000000000,426.899999999999977,5063.399999999999636,20,53,32890,0.3,1,0,0,1,0,837749,816391,東區,Eastern,*,
545,9164,491,22.326930000000001,114.162270000000007,永明大廈,WING MING BUILDING,永明大廈,2/1/1967 0:00,0,2360.599999999999909,747.200000000000045,3107.800000000000182,14,58,16190,0.4,1,1,0,1,0,834763,820878,深水埗區,Sham Shui Po,**,
546,8893,506,22.313540000000000,114.169449999999998,得如樓大廈,TAK YUE MANSION,得如樓大廈,1/1/1971 0:00,0,2106.500000000000000,1785.500000000000000,3892.000000000000000,13,54,21840,0.05,1,0,1,1,0,835505,819395,油尖旺區,Yau Tsim Mong,*,
547,8870,620,22.313770000000002,114.228319999999997,月威大廈,MOONWAY MANSION BLOCK A-F,月威大廈Ａ－Ｆ座,11/1/1970 0:00,0,8475.799999999999272,0,8475.799999999999272,13,54,27550,0.6,1,0,0,1,0,841569,819423,觀塘區,Kwun Tong,*,
548,13864,590,22.318180000000002,114.174180000000007,正平大廈,CHAMPION HOUSE,正平大廈,6/1/1971 0:00,0,7865.800000000000182,522.600000000000023,8388.399999999999636,23,53,30000,0.6,1,0,0,1,0,835990,819910,九龍城區,Kowloon City,*,
549,9868,456,22.327850000000002,114.159679999999994,永基大樓,WING KEE MANSION,永基大樓,3/1/1971 0:00,0,2224.599999999999909,620.899999999999977,2845.500000000000000,9,54,16270,0.4,1,1,1,1,0,834495,820982,深水埗區,Sham Shui Po,**,
550,6733,401,22.447130000000001,114.167519999999996,新都苑 C座,CENTRAL MANSION,新都苑,8/1/1971 0:00,0,2026.000000000000000,602.000000000000000,2628.000000000000000,6,53,14270,0.5,0,1,1,1,0,835304,834202,大埔區,Tai Po,**,
551,9977,872,22.335789999999999,114.138859999999994,美孚新邨 2期 百老匯街34-36號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,11/1/1971 0:00,0,12158.799999999999272,0,12158.799999999999272,21,53,45000,0.4,1,0,0,0,1,832348,821858,深水埗區,Sham Shui Po,*,
552,12745,612,22.289169999999999,114.195120000000003,金堡大廈 A座,GOLDEN CASTLE MANSION,金堡大廈,3/1/1972 0:00,0,7241.000000000000000,739.100000000000023,7980.100000000000364,23,53,31000,0.1,1,0,0,0,0,838142,816699,東區,Eastern,*,
553,9051,959,22.335519999999999,114.139439999999993,美孚新邨 2期 百老匯街48-50號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,1/1/1972 0:00,0,12363.600000000000364,0,12363.600000000000364,21,53,45000,0.3,1,0,0,0,1,832412,821833,深水埗區,Sham Shui Po,*,
554,9390,410,22.313269999999999,114.228660000000005,萬福大廈,MAN FUK BUILDING,萬福大廈,6/1/1970 0:00,0,15620.600000000000364,0,15620.600000000000364,15,54,27550,0.5,1,0,0,1,0,841614,819370,觀塘區,Kwun Tong,*,
555,10738,501,22.313269999999999,114.228660000000005,萬福大廈,MAN FUK BUILDING,萬福大廈,6/1/1970 0:00,0,15620.600000000000364,0,15620.600000000000364,15,54,27550,0.5,1,0,0,1,0,841614,819370,觀塘區,Kwun Tong,*,
556,15053,465,22.281020000000002,114.184740000000005,置安大廈,CHEE ON BUILDING,置安大廈,5/1/1971 0:00,0,22820.700000000000728,5790.500000000000000,28611.200000000000728,29,53,18000,0.05,1,0,0,1,0,837078,815778,灣仔區,Wan Chai,*,
557,9926,680,22.335660000000001,114.139150000000001,美孚新邨 2期 百老匯街40-42號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,12/1/1971 0:00,0,11838.100000000000364,0,11838.100000000000364,21,53,45000,0.3,1,0,0,0,1,832378,821845,深水埗區,Sham Shui Po,*,
558,10188,638,22.336649999999999,114.139550000000000,美孚新邨 2期 吉利徑9-11號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,2/1/1972 0:00,0,9936.200000000000728,0,9936.200000000000728,20,53,45000,0.05,1,0,0,0,1,832425,821952,深水埗區,Sham Shui Po,*,
559,10764,929,22.335909999999998,114.138559999999998,美孚新邨 2期 百老匯街26-28號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,11712.200000000000728,0,11712.200000000000728,21,53,45000,0.4,1,0,0,0,1,832320,821873,深水埗區,Sham Shui Po,*,
560,10075,931,22.335419999999999,114.139009999999999,美孚新邨 2期 百老匯街44-46號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,12/1/1971 0:00,0,12138.299999999999272,0,12138.299999999999272,20,53,45000,0.3,1,0,0,0,1,832369,821815,深水埗區,Sham Shui Po,*,
561,16045,698,22.342490000000002,114.180650000000000,偉錦園 (1-2座),WELCOME GARDENS BLOCK 1,偉錦園（一座）,11/1/1971 0:00,0,5267.899999999999636,0,5267.899999999999636,9,53,58760,1.000000000000000,1,0,0,0,0,836657,822602,九龍城區,Kowloon City,*,
562,13995,443,22.269100000000002,114.184849999999997,景光街16-22號,NO SPECIFIC NAME,沒有名稱,1/1/1972 0:00,0,2094.000000000000000,424.000000000000000,2518.000000000000000,11,53,34160,1.500000000000000,1,0,0,1,0,837085,814467,灣仔區,Wan Chai,*,
563,12385,654,22.427790000000002,114.036190000000005,雅麗園 (A-B座),NO SPECIFIC NAME,沒有名稱,,0,193.199999999999989,0,193.199999999999989,3,0,19200,2.500000000000000,0,0,0,0,0,821785,832053,元朗區,Yuen Long,*,
564,12739,522,22.288560000000000,114.193470000000005,京都大廈,KING'S LODGE,京都大廈,3/1/1972 0:00,0,1988.599999999999909,180.300000000000011,2168.900000000000091,15,53,37500,0.05,1,1,0,1,0,837978,816633,東區,Eastern,**,
565,16164,704,22.263359999999999,114.247119999999995,碧翠園 B座,BIK TSUI HOUSE,碧翠閣,3/1/1990 0:00,0,19281.000000000000000,36.000000000000000,19317.000000000000000,34,35,24000,1.500000000000000,1,0,0,0,0,843510,813838,東區,Eastern,*,
566,13707,766,22.318890000000000,114.177859999999995,恆信園 3期,HARRISON COURT PHASE III,恒信園三期,9/1/1971 0:00,0,13377.600000000000364,0,13377.600000000000364,21,53,52500,1.500000000000000,1,0,0,0,0,836369,819987,九龍城區,Kowloon City,*,
567,15575,443,22.269100000000002,114.184849999999997,景光街16-22號,NO SPECIFIC NAME,沒有名稱,1/1/1972 0:00,0,2094.000000000000000,424.000000000000000,2518.000000000000000,11,53,34160,1.500000000000000,1,0,0,1,0,837085,814467,灣仔區,Wan Chai,*,
568,16774,465,22.281020000000002,114.184740000000005,置安大廈,CHEE ON BUILDING,置安大廈,5/1/1971 0:00,0,22820.700000000000728,5790.500000000000000,28611.200000000000728,29,53,18000,0.05,1,0,0,1,0,837078,815778,灣仔區,Wan Chai,*,
569,13793,580,22.276779999999999,114.180670000000006,愉景樓,YUE KING BUILDING,愉景樓,12/1/1971 0:00,0,12943.700000000000728,6256.300000000000182,19200.000000000000000,25,53,19500,0.5,1,0,0,1,0,836660,815318,灣仔區,Wan Chai,*,
570,20979,572,22.283120000000000,114.149630000000002,堅苑,KIN YUEN,堅苑,3/1/1972 0:00,0,5324.899999999999636,338.899999999999977,5663.800000000000182,14,53,36250,0.6,1,0,0,1,0,833458,816002,中西區,Central and Western,*,
571,5418,550,22.443149999999999,114.027060000000006,兆明樓,SIU MING BUILDING - PODIUM,兆明樓 - 平台,5/1/1972 0:00,0,1487.599999999999909,377.399999999999977,1865.000000000000000,1,52,13050,0.1,0,1,0,0,0,820841,833761,元朗區,Yuen Long,**,
572,10699,729,22.335519999999999,114.139439999999993,美孚新邨 2期 百老匯街48-50號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,1/1/1972 0:00,0,12363.600000000000364,0,12363.600000000000364,21,53,45000,0.3,1,0,0,0,1,832412,821833,深水埗區,Sham Shui Po,*,
573,9781,869,22.336290000000002,114.138729999999995,美孚新邨 2期 百老匯街33-35號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,3/1/1972 0:00,0,10793.600000000000364,0,10793.600000000000364,20,53,45000,0.3,1,0,0,0,1,832338,821915,深水埗區,Sham Shui Po,*,
574,10383,626,22.335789999999999,114.138859999999994,美孚新邨 2期 百老匯街34-36號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,11/1/1971 0:00,0,12158.799999999999272,0,12158.799999999999272,21,53,45000,0.4,1,0,0,0,1,832348,821858,深水埗區,Sham Shui Po,*,
575,10526,779,22.335339999999999,114.139930000000007,美孚新邨 3期 百老匯街56-58號,MEI FOO SUN CHUEN STAGE III,美孚新邨第三期,6/1/1972 0:00,0,12219.000000000000000,0,12219.000000000000000,21,52,45000,0.3,1,0,0,0,1,832462,821809,深水埗區,Sham Shui Po,*,
576,12757,533,22.335789999999999,114.138859999999994,美孚新邨 2期 百老匯街34-36號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,11/1/1971 0:00,0,12158.799999999999272,0,12158.799999999999272,21,53,45000,0.4,1,0,0,0,1,832348,821858,深水埗區,Sham Shui Po,*,
577,10128,622,22.336290000000002,114.138729999999995,美孚新邨 2期 百老匯街33-35號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,3/1/1972 0:00,0,10793.600000000000364,0,10793.600000000000364,20,53,45000,0.3,1,0,0,0,1,832338,821915,深水埗區,Sham Shui Po,*,
578,10658,638,22.336420000000000,114.140100000000004,美孚新邨 2期 吉利徑19-21號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,2/1/1972 0:00,0,10013.100000000000364,0,10013.100000000000364,20,53,45000,0.05,1,0,0,0,1,832480,821928,深水埗區,Sham Shui Po,*,
579,9645,705,22.336770000000001,114.139279999999999,美孚新邨 2期 吉利徑5-7號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,5/1/1972 0:00,0,10046.600000000000364,0,10046.600000000000364,20,52,45000,0.05,1,0,0,0,1,832394,821964,深水埗區,Sham Shui Po,*,
580,10893,459,22.370020000000000,114.119969999999995,安裕大廈,ON YUE BUILDING,安裕大廈,5/1/1972 0:00,0,6897.600000000000364,2621.300000000000182,9518.899999999999636,25,52,15000,0.5,1,1,0,1,0,830405,825657,荃灣區,Tsuen Wan,**,
581,9110,708,22.335660000000001,114.139150000000001,美孚新邨 2期 百老匯街40-42號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,12/1/1971 0:00,0,11838.100000000000364,0,11838.100000000000364,21,53,45000,0.3,1,0,0,0,1,832378,821845,深水埗區,Sham Shui Po,*,
582,11232,657,22.334930000000000,114.140060000000005,美孚新邨 3期 百老匯街64-66號,MEI FOO SUN CHUEN STAGE III,美孚新邨第三期,8/1/1972 0:00,0,11733.500000000000000,0,11733.500000000000000,21,52,45000,0.3,1,0,0,0,1,832475,821766,深水埗區,Sham Shui Po,*,
583,16344,465,22.281020000000002,114.184740000000005,置安大廈,CHEE ON BUILDING,置安大廈,5/1/1971 0:00,0,22820.700000000000728,5790.500000000000000,28611.200000000000728,29,53,18000,0.05,1,0,0,1,0,837078,815778,灣仔區,Wan Chai,*,
584,11782,679,22.335909999999998,114.138559999999998,美孚新邨 2期 百老匯街26-28號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,9/1/1971 0:00,0,11712.200000000000728,0,11712.200000000000728,21,53,45000,0.4,1,0,0,0,1,832320,821873,深水埗區,Sham Shui Po,*,
585,8666,600,22.334930000000000,114.140060000000005,美孚新邨 3期 百老匯街64-66號,MEI FOO SUN CHUEN STAGE III,美孚新邨第三期,8/1/1972 0:00,0,11733.500000000000000,0,11733.500000000000000,21,52,45000,0.3,1,0,0,0,1,832475,821766,深水埗區,Sham Shui Po,*,
586,10609,705,22.336649999999999,114.139550000000000,美孚新邨 2期 吉利徑9-11號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,2/1/1972 0:00,0,9936.200000000000728,0,9936.200000000000728,20,53,45000,0.05,1,0,0,0,1,832425,821952,深水埗區,Sham Shui Po,*,
587,9729,925,22.335419999999999,114.139009999999999,美孚新邨 2期 百老匯街44-46號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,12/1/1971 0:00,0,12138.299999999999272,0,12138.299999999999272,20,53,45000,0.3,1,0,0,0,1,832369,821815,深水埗區,Sham Shui Po,*,
588,10791,695,22.336430000000000,114.139129999999994,美孚新邨 2期 吉利徑2-4號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,3/1/1972 0:00,0,10875.100000000000364,270.199999999999989,11145.299999999999272,21,53,45000,0.3,1,0,0,0,1,832381,821928,深水埗區,Sham Shui Po,*,
589,14052,612,22.289169999999999,114.195120000000003,金堡大廈 A座,GOLDEN CASTLE MANSION,金堡大廈,3/1/1972 0:00,0,7241.000000000000000,739.100000000000023,7980.100000000000364,23,53,31000,0.1,1,0,0,0,0,838142,816699,東區,Eastern,*,
590,14335,572,22.336290000000002,114.138729999999995,美孚新邨 2期 百老匯街33-35號,MEI FOO SUN CHUEN STAGE II,美孚新邨第二期,3/1/1972 0:00,0,10793.600000000000364,0,10793.600000000000364,20,53,45000,0.3,1,0,0,0,1,832338,821915,深水埗區,Sham Shui Po,*,
591,15246,446,22.267389999999999,114.183850000000007,金翠樓,KING'S COURT,金翠樓,3/1/1972 0:00,0,2215.000000000000000,0,2215.000000000000000,13,53,56640,2.000000000000000,1,0,0,0,0,836983,814290,灣仔區,Wan Chai,*,
