OID_,PerSqFeet,Area,lat,lon,Building,NAME_ENG,NAME_CHT,OP_YRM,FLAT_NO,DGFA,NDGFA,TOTAL,BD_STOREY,Year,Income2016,WalkDis,Lift,SDU_cat,Potential,Management,MajorEstat,Easting,Northing,dc_chi,dc_eng,SDU_IND
9406,10798,764,22.281600000000001,114.124529999999993,清水灣半島 1期 2座,CAYMAN RISE- BLOCK 1,加惠臺第一座,10/1/2000 0:00,496,29373.500000000000000,414.800000000000011,29788.299999999999272,39,24,47000,0.5,1,0,0,0,0,830876,815872,中西區,Central and Western,*
9407,12365,427,22.300689999999999,114.255060000000000,寶盈花園 3座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9408,8102,506,22.302460000000000,114.252889999999994,彩明苑 彩桃閣 (E座),OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9409,19827,464,22.362660000000002,114.105810000000005,加惠臺 1座,VILLA ESPLANADA BLOCK 3,灝景灣第３座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.500000000000000,1,0,0,0,1,828947,824837,葵青區,Kwai Tsing,*
9410,14668,784,22.425319999999999,114.227279999999993,維景灣畔 1期 2座,MARBELLA - PODIUM,迎濤灣 - 平台,4/1/2001 0:00,508,35530.199999999997090,5721.000000000000000,41251.199999999997090,3,23,56510,0.6,1,0,0,0,0,841443,831751,沙田區,Sha Tin,*
9411,15891,516,22.281600000000001,114.124529999999993,維景灣畔 1期 3座,CAYMAN RISE- BLOCK 1,加惠臺第一座,10/1/2000 0:00,496,29373.500000000000000,414.800000000000011,29788.299999999999272,39,24,47000,0.5,1,0,0,0,0,830876,815872,中西區,Central and Western,*
9412,15789,684,22.308219999999999,114.254199999999997,灝景灣 3期 9座,CHOI MING COURT CHOI CHUNG HOUSE - PODIUM,彩明苑彩松閣 - 平台,4/1/2001 0:00,0,114425.000000000000000,0,114425.000000000000000,1,23,26140,0.8,0,0,0,0,1,844236,818808,西貢區,Sai Kung,*
9413,10884,735,22.362660000000002,114.105810000000005,迎濤灣 1座 (A座),VILLA ESPLANADA BLOCK 3,灝景灣第３座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.500000000000000,1,0,0,0,1,828947,824837,葵青區,Kwai Tsing,*
9414,21336,464,22.281600000000001,114.124529999999993,加惠臺 1座,CAYMAN RISE- BLOCK 1,加惠臺第一座,10/1/2000 0:00,496,29373.500000000000000,414.800000000000011,29788.299999999999272,39,24,47000,0.5,1,0,0,0,0,830876,815872,中西區,Central and Western,*
9415,9538,650,22.306709999999999,114.262069999999994,彩明苑 彩松閣 (C座),BAUHINIA GARDEN BLOCK 8,寶盈花園第八座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.2,1,0,0,0,1,845046,818648,西貢區,Sai Kung,*
9416,17835,499,22.302260000000000,114.253559999999993,灝景灣 3期 9座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9417,21120,464,22.315719999999999,114.163510000000002,加惠臺 1座,PARK AVENUE TOWER 9,柏景灣第九座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,41,24,67000,0.6,1,0,0,0,1,834890,819643,油尖旺區,Yau Tsim Mong,*
9418,11322,484,22.302460000000000,114.252889999999994,寶盈花園 8座,OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9419,14613,505,22.307089999999999,114.262550000000005,維景灣畔 1期 1座,BAUHINIA GARDEN BLOCK 2,寶盈花園第二座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.2,1,0,0,0,1,845102,818684,西貢區,Sai Kung,*
9420,16738,466,22.316040000000001,114.163420000000002,柏景灣 1期 9座,PARK AVENUE TOWER 8,柏景灣第八座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.5,1,0,0,0,1,834881,819679,油尖旺區,Yau Tsim Mong,*
9421,14437,516,22.300689999999999,114.255060000000000,維景灣畔 1期 3座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9422,10508,590,22.300689999999999,114.255060000000000,寶盈花園 2座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9423,19599,449,22.300689999999999,114.255060000000000,柏景灣 1期 8座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9424,14230,513,22.308450000000001,114.254620000000003,維景灣畔 1期 5座,"CHOI MING COURT CHOI LAU HOUSE, CHOI YEUNG HOUSE - PODIUM","彩明苑彩柳閣, 彩楊閣 - 平台",4/1/2001 0:00,0,114425.000000000000000,0,114425.000000000000000,1,23,26140,0.8,0,0,0,0,1,844277,818834,西貢區,Sai Kung,*
9425,16415,664,22.302460000000000,114.252889999999994,維景灣畔 1期 6座,OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9426,16647,516,22.300689999999999,114.255060000000000,維景灣畔 1期 2座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9427,13438,506,22.316040000000001,114.163420000000002,彩明苑 彩柳閣 (B座),PARK AVENUE TOWER 8,柏景灣第八座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.5,1,0,0,0,1,834881,819679,油尖旺區,Yau Tsim Mong,*
9428,14862,693,22.307289999999998,114.193070000000006,維景灣畔 1期 3座,LAGUNA VERDE TOWER 19,海逸豪園第十九座,9/1/2001 0:00,1377,120416.000000000000000,0,120416.000000000000000,25,23,60000,0.6,1,0,0,0,1,837938,818703,九龍城區,Kowloon City,*
9429,15018,799,22.439869999999999,114.019689999999997,維景灣畔 1期 2座,GREENERY PLACE TOWER 1,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,1,0,820088,833393,元朗區,Yuen Long,*
9430,19098,466,22.308650000000000,114.254990000000006,柏景灣 1期 8座,"CHOI MING COURT CHOI LAU HOUSE, CHOI YEUNG HOUSE - PODIUM","彩明苑彩柳閣, 彩楊閣 - 平台",4/1/2001 0:00,0,114425.000000000000000,0,114425.000000000000000,1,23,26140,0.8,0,0,0,0,1,844277,818834,西貢區,Sai Kung,*
9431,17403,516,22.425090000000001,114.227109999999996,海逸豪園 4期 海逸灣 19座,MARBELLA - PODIUM,迎濤灣 - 平台,4/1/2001 0:00,508,35530.199999999997090,5721.000000000000000,41251.199999999997090,3,23,56510,0.6,1,0,0,0,0,841443,831751,沙田區,Sha Tin,*
9432,10089,446,22.362660000000002,114.105810000000005,翠韻華庭 1座,VILLA ESPLANADA BLOCK 3,灝景灣第３座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.500000000000000,1,0,0,0,1,828947,824837,葵青區,Kwai Tsing,*
9433,9230,650,22.300689999999999,114.255060000000000,彩明苑 彩楊閣 (A座),OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9434,10288,729,22.308330000000002,114.266620000000003,迎濤灣 2座 (B座),OSCAR BY THE SEA - PODIUM,清水灣半島 - 平台,12/1/2001 0:00,1535,93301.000000000000000,0,93301.000000000000000,4,23,59630,1.500000000000000,1,0,0,1,1,845515,818824,西貢區,Sai Kung,*
9435,15978,751,22.281440000000000,114.228470000000002,灝景灣 3期 10座,ALDRICH GARDEN BLOCK 8,愛蝶灣第八座,10/1/2000 0:00,2972,175320.000000000000000,3993.599999999999909,179313.600000000005821,35,24,18800,0.3,1,0,0,0,1,841586,815841,東區,Eastern,*
9436,14818,660,22.336330000000000,114.153160000000000,維景灣畔 1期 5座,CHUN YIN HOUSE,俊賢閣,2/1/2001 0:00,0,47343.900000000001455,0,47343.900000000001455,38,24,15850,0.3,1,0,0,0,0,833822,821914,深水埗區,Sham Shui Po,*
9437,10700,1028,22.300689999999999,114.255060000000000,清水灣半島 1期 3座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9438,10979,592,22.307089999999999,114.262550000000005,愛蝶灣 8座,BAUHINIA GARDEN BLOCK 2,寶盈花園第二座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.2,1,0,0,0,1,845102,818684,西貢區,Sai Kung,*
9439,11793,407,22.302260000000000,114.253559999999993,幸俊苑 俊賢閣 (B座),OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9440,14383,511,22.372630000000001,114.102739999999997,維景灣畔 1期 5座,SERENADE COVE TOWER C,韻濤居Ｃ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828635,825940,荃灣區,Tsuen Wan,*
9441,9504,484,22.300689999999999,114.255060000000000,寶盈花園 2座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9442,14922,516,22.436380000000000,114.031149999999997,維景灣畔 1期 1座,Reach Summit Tower 1,尚悅．嶺 第1座,,0,15910.000000000000000,0,15910.000000000000000,24,0,35500,1.500000000000000,0,0,0,1,1,821267,833005,元朗區,Yuen Long,*
9443,12335,608,22.316360000000000,114.163340000000005,韻濤居 C座,PARK AVENUE TOWER 7,柏景灣第七座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.4,1,0,0,0,1,834873,819714,油尖旺區,Yau Tsim Mong,*
9444,14230,513,22.300689999999999,114.255060000000000,維景灣畔 1期 5座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9445,10585,581,22.305930000000000,114.262069999999994,蝶翠峰 1期 8座,BAUHINIA GARDEN BLOCK 6,寶盈花園第六座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.2,1,0,0,0,1,845046,818549,西貢區,Sai Kung,*
9446,18240,466,22.266430000000000,114.249899999999997,柏景灣 1期 7座,ISLAND RESORT TOWER 2,藍灣半島２座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843804,814174,東區,Eastern,*
9447,15060,664,22.266909999999999,114.250699999999995,維景灣畔 1期 6座,ISLAND RESORT TOWER 9,藍灣半島９座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843874,814228,東區,Eastern,*
9448,11864,590,22.300689999999999,114.255060000000000,寶盈花園 6座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9449,14429,596,22.315420000000000,114.163589999999999,藍灣半島 2座,PARK AVENUE TOWER 10,柏景灣第十座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,39,24,67000,0.6,1,0,0,0,1,834899,819608,油尖旺區,Yau Tsim Mong,*
9450,14850,734,22.306709999999999,114.262069999999994,藍灣半島 9座,BAUHINIA GARDEN BLOCK 8,寶盈花園第八座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.2,1,0,0,0,1,845046,818648,西貢區,Sai Kung,*
9451,15229,675,22.300689999999999,114.255060000000000,維景灣畔 1期 5座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9452,20169,471,22.336040000000001,114.152900000000002,柏景灣 1期 10座,CHUN LAI HOUSE,俊禮閣,2/1/2001 0:00,0,47343.900000000001455,0,47343.900000000001455,38,24,15850,0.4,1,0,0,0,0,833801,821890,深水埗區,Sham Shui Po,*
9453,14617,431,22.372630000000001,114.102739999999997,寶盈花園 8座,SERENADE COVE TOWER C,韻濤居Ｃ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828635,825940,荃灣區,Tsuen Wan,*
9454,15594,513,22.304359999999999,114.184399999999997,維景灣畔 1期 5座,ROYAL PENINSULA BLOCK 1,半島豪庭第一座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,35,24,51000,0.3,1,0,0,0,1,837042,818380,九龍城區,Kowloon City,*
9455,17690,407,22.304929999999999,114.184110000000004,幸俊苑 俊禮閣 (A座),ROYAL PENINSULA BLOCK 2,半島豪庭第二座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,43,24,51000,0.3,1,0,0,0,1,837012,818437,九龍城區,Kowloon City,*
9456,13119,545,22.266340000000000,114.251339999999999,韻濤居 C座,ISLAND RESORT TOWER 7,藍灣半島７座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843936,814168,東區,Eastern,*
9457,18027,649,22.315719999999999,114.163510000000002,半島豪庭 1座,PARK AVENUE TOWER 9,柏景灣第九座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,41,24,67000,0.6,1,0,0,0,1,834890,819643,油尖旺區,Yau Tsim Mong,*
9458,13441,677,22.280519999999999,114.228470000000002,半島豪庭 2座,ALDRICH GARDEN BLOCK 4,愛蝶灣第四座,10/1/2000 0:00,2972,175320.000000000000000,3993.599999999999909,179313.600000000005821,36,24,18800,0.1,1,0,0,0,1,841585,815738,東區,Eastern,*
9459,15120,455,22.407389999999999,114.220659999999995,藍灣半島 7座,KAM CHING HOUSE,錦泰苑Ｇ座,12/1/2000 0:00,3440,336733.000000000000000,0,336733.000000000000000,41,24,44600,1.500000000000000,1,0,0,0,1,840776,829788,沙田區,Sha Tin,*
9460,16730,471,22.408259999999999,114.220780000000005,柏景灣 1期 9座,KAM SHING HOUSE,錦盛閣,12/1/2000 0:00,3440,336733.000000000000000,0,336733.000000000000000,41,24,44600,1.500000000000000,1,0,0,0,1,840788,829885,沙田區,Sha Tin,*
9461,10979,592,22.266430000000000,114.249899999999997,愛蝶灣 4座,ISLAND RESORT TOWER 2,藍灣半島２座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,61,23,64000,2.000000000000000,1,0,0,0,1,843804,814174,東區,Eastern,*
9462,7846,650,22.336330000000000,114.153160000000000,錦泰苑 錦晶閣 (G座),CHUN YIN HOUSE,俊賢閣,2/1/2001 0:00,0,47343.900000000001455,0,47343.900000000001455,38,24,15850,0.3,1,0,0,0,0,833822,821914,深水埗區,Sham Shui Po,*
9463,9692,650,22.302260000000000,114.253559999999993,錦泰苑 錦盛閣 (D座),OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9464,18807,436,22.343109999999999,114.156260000000003,藍灣半島 2座,MONTE CARLTON BLOCK 6,爾登豪庭第六座,3/1/2001 0:00,82,9020.799999999999272,545.799999999999955,9566.600000000000364,6,24,74480,2.000000000000000,1,0,0,0,0,834143,822670,深水埗區,Sham Shui Po,*
9465,9828,407,22.304929999999999,114.184110000000004,幸俊苑 俊賢閣 (B座),ROYAL PENINSULA BLOCK 2,半島豪庭第二座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,43,24,51000,0.3,1,0,0,0,1,837012,818437,九龍城區,Kowloon City,*
9466,12596,516,22.465000000000000,113.999719999999996,維景灣畔 1期 1座,WAI FU COURT,偉富閣,5/1/2001 0:00,0,21480.000000000000000,0,21480.000000000000000,41,23,22000,0.2,1,0,0,1,1,818032,836176,元朗區,Yuen Long,*
9467,10232,1073,22.497360000000000,114.138120000000001,爾登豪庭 6座,KENSINGTON GREEN BLOCK B,嘉兆軒Ｂ座,12/1/2000 0:00,30,2978.300000000000182,163.900000000000006,3142.199999999999818,4,24,19870,0.7,0,0,0,0,0,832279,839748,北區,North,*
9468,16129,713,22.316680000000002,114.163259999999994,半島豪庭 2座,PARK AVENUE TOWER 6,柏景灣第六座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.4,1,0,0,0,1,834866,819750,油尖旺區,Yau Tsim Mong,*
9469,7114,506,22.302460000000000,114.252889999999994,天富苑 偉富閣 (L座),OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9470,10101,792,22.372630000000001,114.102739999999997,嘉兆軒 B座,SERENADE COVE TOWER C,韻濤居Ｃ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828635,825940,荃灣區,Tsuen Wan,*
9471,19153,449,22.372630000000001,114.102739999999997,柏景灣 1期 6座,SERENADE COVE TOWER C,韻濤居Ｃ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828635,825940,荃灣區,Tsuen Wan,*
9472,15271,516,22.308219999999999,114.254199999999997,維景灣畔 1期 3座,CHOI MING COURT CHOI CHUNG HOUSE - PODIUM,彩明苑彩松閣 - 平台,4/1/2001 0:00,0,114425.000000000000000,0,114425.000000000000000,1,23,26140,0.8,0,0,0,0,1,844236,818808,西貢區,Sai Kung,*
9473,13577,545,22.425319999999999,114.227279999999993,韻濤居 C座,MARBELLA - PODIUM,迎濤灣 - 平台,4/1/2001 0:00,508,35530.199999999997090,5721.000000000000000,41251.199999999997090,3,23,56510,0.6,1,0,0,0,0,841443,831751,沙田區,Sha Tin,*
9474,14761,420,22.306709999999999,114.262069999999994,韻濤居 C座,BAUHINIA GARDEN BLOCK 8,寶盈花園第八座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.2,1,0,0,0,1,845046,818648,西貢區,Sai Kung,*
9475,10461,650,22.372319999999998,114.103009999999998,彩明苑 彩松閣 (C座),SERENADE COVE TOWER A,韻濤居Ａ座,11/1/2000 0:00,792,49689.500000000000000,0,49689.500000000000000,37,24,43000,0.9,1,0,0,0,0,828662,825905,荃灣區,Tsuen Wan,*
9476,12224,818,22.307289999999998,114.193070000000006,迎濤灣 1座 (A座),LAGUNA VERDE TOWER 19,海逸豪園第十九座,9/1/2001 0:00,1377,120416.000000000000000,0,120416.000000000000000,25,23,60000,0.6,1,0,0,0,1,837938,818703,九龍城區,Kowloon City,*
9477,11363,484,22.305879999999998,114.262550000000005,寶盈花園 8座,BAUHINIA GARDEN BLOCK 5,寶盈花園第五座,1/1/2001 0:00,3200,179377.000000000000000,5629.699999999999818,185006.700000000011642,41,24,20000,0.4,1,0,0,0,1,845102,818549,西貢區,Sai Kung,*
9478,13075,608,22.362660000000002,114.105810000000005,韻濤居 A座,VILLA ESPLANADA BLOCK 3,灝景灣第３座,1/1/1998 0:00,792,60654.000000000000000,13594.000000000000000,74248.000000000000000,41,27,67050,4.500000000000000,1,0,0,0,1,828947,824837,葵青區,Kwai Tsing,*
9479,16171,538,22.362079999999999,114.104609999999994,海逸豪園 4期 海逸灣 19座,CHING WANG COURT TOWER B WANG YU HOUSE,青宏苑Ｂ座宏裕閣,1/1/2001 0:00,576,43026.199999999997090,14746.700000000000728,57772.900000000001455,39,24,25500,4.500000000000000,1,0,0,0,0,828825,824773,葵青區,Kwai Tsing,*
9480,13642,431,22.267620000000001,114.187129999999996,寶盈花園 5座,LE CACHET,嘉逸軒,4/1/2001 0:00,80,4810.199999999999818,202.300000000000011,5012.500000000000000,31,23,35200,2.000000000000000,1,0,0,0,0,837326,814310,灣仔區,Wan Chai,*
9481,15060,498,22.307289999999998,114.193070000000006,灝景灣 3期 9座,LAGUNA VERDE TOWER 19,海逸豪園第十九座,9/1/2001 0:00,1377,120416.000000000000000,0,120416.000000000000000,25,23,60000,0.6,1,0,0,0,1,837938,818703,九龍城區,Kowloon City,*
9482,10276,506,22.315420000000000,114.163589999999999,青宏苑 宏裕閣 (B座),PARK AVENUE TOWER 10,柏景灣第十座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,39,24,67000,0.6,1,0,0,0,1,834899,819608,油尖旺區,Yau Tsim Mong,*
9483,23595,445,22.302460000000000,114.252889999999994,嘉逸軒,OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9484,16042,561,22.436380000000000,114.031149999999997,海逸豪園 4期 海逸灣 19座,Reach Summit Tower 1,尚悅．嶺 第1座,,0,15910.000000000000000,0,15910.000000000000000,24,0,35500,1.500000000000000,0,0,0,1,1,821267,833005,元朗區,Yuen Long,*
9485,17167,466,22.314330000000002,114.190039999999996,柏景灣 1期 10座,SUNRISE VILLA,旭日豪庭,3/1/2001 0:00,180,11806.399999999999636,3020.199999999999818,14826.600000000000364,35,24,30000,0.3,1,0,0,1,0,0,0,九龍城區,Kowloon City, 
9486,15116,516,22.291490000000000,114.197090000000003,維景灣畔 1期 3座,RICA VICTORIA,港輝豪庭,7/1/2001 0:00,116,5888.600000000000364,619.000000000000000,6507.600000000000364,33,23,17720,0.4,1,0,1,0,0,838347,816952,東區,Eastern,*
9487,10894,503,22.304929999999999,114.184110000000004,蝶翠峰 1期 1座,ROYAL PENINSULA BLOCK 2,半島豪庭第二座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,43,24,51000,0.3,1,0,0,0,1,837012,818437,九龍城區,Kowloon City,*
9488,18689,534,22.266340000000000,114.251339999999999,旭日豪庭,ISLAND RESORT TOWER 7,藍灣半島７座,4/1/2001 0:00,3098,223914.000000000000000,44920.599999999998545,268834.599999999976717,62,23,64000,2.000000000000000,1,0,0,0,1,843936,814168,東區,Eastern,*
9489,18262,426,22.315719999999999,114.163510000000002,港輝豪庭,PARK AVENUE TOWER 9,柏景灣第九座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,41,24,67000,0.6,1,0,0,0,1,834890,819643,油尖旺區,Yau Tsim Mong,*
9490,15427,713,22.314330000000002,114.190039999999996,半島豪庭 2座,SUNRISE VILLA,旭日豪庭,3/1/2001 0:00,180,11806.399999999999636,3020.199999999999818,14826.600000000000364,35,24,30000,0.3,1,0,0,1,0,0,0,九龍城區,Kowloon City, 
9491,16879,455,22.316360000000000,114.163340000000005,藍灣半島 7座,PARK AVENUE TOWER 7,柏景灣第七座,2/1/2001 0:00,1624,118087.000000000000000,8079.199999999999818,126166.199999999997090,49,24,67000,0.4,1,0,0,0,1,834873,819714,油尖旺區,Yau Tsim Mong,*
9492,18884,466,22.407930000000000,114.220550000000003,柏景灣 1期 9座,KAM WEI HOUSE,錦泰苑Ｅ座,12/1/2000 0:00,3440,336733.000000000000000,0,336733.000000000000000,41,24,44600,1.500000000000000,1,0,0,0,1,840765,829848,沙田區,Sha Tin,*
9493,15789,494,22.439940000000000,114.019970000000001,旭日豪庭,GREENERY PLACE TOWER 2,翠韻華庭,2/1/2001 0:00,330,20298.500000000000000,666.700000000000045,20965.200000000000728,12,24,38460,0.7,1,0,0,0,0,820122,833400,元朗區,Yuen Long,*
9494,20712,449,22.464520000000000,113.998620000000003,柏景灣 1期 7座,HING FU HOUSE,興富閣,4/1/2001 0:00,0,24160.000000000000000,0,24160.000000000000000,41,23,22000,0.05,1,0,0,0,1,817921,836124,元朗區,Yuen Long,*
9495,9692,650,22.365559999999999,114.062719999999999,錦泰苑 錦蔚閣 (E座),OCEAN POINTE TOWER 2,縉皇居第二座,12/1/2000 0:00,560,46378.500000000000000,2373.000000000000000,48751.500000000000000,54,24,55000,0,1,0,0,0,0,824509,825154,荃灣區,Tsuen Wan,*
9496,8477,696,22.300689999999999,114.255060000000000,翠韻華庭 2座,OCEAN SHORES - PODIUM,維景灣畔 - 平台,12/1/2000 0:00,1536,96167.699999999997090,950.000000000000000,97117.699999999997090,4,24,60000,1.500000000000000,1,0,0,0,1,844033,818256,西貢區,Sai Kung,*
9497,6923,650,22.304929999999999,114.184110000000004,天富苑 興富閣 (G座),ROYAL PENINSULA BLOCK 2,半島豪庭第二座,12/1/2000 0:00,1669,138786.000000000000000,2252.800000000000182,141038.799999999988358,43,24,51000,0.3,1,0,0,0,1,837012,818437,九龍城區,Kowloon City,*
9498,13782,653,22.382709999999999,114.204139999999995,縉皇居 2座,PRIMA VILLA - PODIUM,欣廷軒 - 平台,9/1/2001 0:00,1024,47524.199999999997090,1061.599999999999909,48585.800000000002910,4,23,36000,0.1,1,0,0,0,0,839003,826981,沙田區,Sha Tin,*
9499,15697,516,22.302460000000000,114.252889999999994,維景灣畔 1期 2座,OCEAN SHORES TOWER 11,維景灣畔11座,5/1/2003 0:00,1504,96468.399999999994179,5946.100000000000364,102414.500000000000000,52,21,60000,0.8,1,0,0,0,1,844100,818170,西貢區,Sai Kung,*
9500,15509,677,22.365729999999999,114.063010000000006,半島豪庭 2座,OCEAN POINTE TOWER 3,縉皇居第三座,12/1/2000 0:00,560,46378.500000000000000,2373.000000000000000,48751.500000000000000,54,24,55000,0,1,0,0,0,0,824528,825170,荃灣區,Tsuen Wan,*
